,name,studio,runtime_minutes,genres,original_language,popularity,release_date_x,vote_average,vote_count,production_budget,domestic_gross_y,worldwide_gross
463,Super,IFC,140.0,Drama,en,11.36,2011-03-31,6.6,726,"$2,500,000","$327,716","$593,933"
464,Super,IFC,92.0,Adventure,en,11.36,2011-03-31,6.6,726,"$2,500,000","$327,716","$593,933"
465,Rubber,Magn.,82.0,"Comedy,Fantasy,Horror",en,8.319,2010-09-01,5.9,417,"$500,000","$100,370","$680,914"
466,Rubber,Magn.,82.0,"Comedy,Fantasy,Horror",en,8.319,2010-09-01,5.9,417,"$500,000","$100,370","$680,914"
467,Beautiful Boy,Anch.,120.0,"Biography,Drama",en,5.872,2011-06-03,6.0,47,"$25,000,000","$7,634,767","$13,031,424"
468,Beautiful Boy,Anch.,120.0,"Biography,Drama",en,17.409,2018-10-12,7.6,500,"$25,000,000","$7,634,767","$13,031,424"
469,Beautiful Boy,Anch.,100.0,Drama,en,5.872,2011-06-03,6.0,47,"$25,000,000","$7,634,767","$13,031,424"
470,Beautiful Boy,Anch.,100.0,Drama,en,17.409,2018-10-12,7.6,500,"$25,000,000","$7,634,767","$13,031,424"
471,Margaret,FoxS,150.0,Drama,en,8.747,2011-09-30,6.3,138,"$14,000,000","$47,185","$623,292"
472,Stake Land,IFC,98.0,"Drama,Horror,Sci-Fi",en,8.799,2010-10-01,6.2,415,"$4,000,000","$33,245","$679,482"
473,The Son of No One,Anch.,90.0,"Action,Crime,Drama",en,7.586,2011-11-04,5.1,156,"$15,000,000","$30,680","$1,148,578"
474,5 Days of War,Anch.,113.0,"Action,Drama,War",en,8.689,2011-08-18,5.7,102,"$12,000,000","$17,479","$87,793"
475,Blood Ties,ALP,87.0,Drama,en,12.003,2014-03-21,6.1,268,"$26,000,000","$42,472","$2,923,959"
476,Blood Ties,ALP,127.0,"Action,Crime,Drama",en,12.003,2014-03-21,6.1,268,"$26,000,000","$42,472","$2,923,959"
477,Blood Ties,ALP,83.0,"Documentary,Drama,Family",en,12.003,2014-03-21,6.1,268,"$26,000,000","$42,472","$2,923,959"
478,Blood Ties,ALP,120.0,Action,en,12.003,2014-03-21,6.1,268,"$26,000,000","$42,472","$2,923,959"
480,Skyfall,Sony,143.0,"Action,Adventure,Thriller",en,19.27,2012-11-09,7.1,10441,"$200,000,000","$304,360,277","$1,110,526,981"
481,The Dark Knight Rises,WB,164.0,"Action,Thriller",en,26.22,2012-07-20,7.7,13933,"$275,000,000","$448,139,099","$1,084,439,099"
482,The Hobbit: An Unexpected Journey,WB (NL),169.0,"Adventure,Family,Fantasy",en,26.939,2012-12-14,7.2,12076,"$250,000,000","$303,003,568","$1,017,003,568"
483,Ice Age: Continental Drift,Fox,88.0,"Adventure,Animation,Comedy",en,17.537,2012-07-13,6.3,4598,"$95,000,000","$161,321,843","$879,765,137"
484,The Amazing Spider-Man,Sony,136.0,"Action,Adventure,Sci-Fi",en,24.391,2012-07-04,6.5,10411,"$220,000,000","$262,030,663","$757,890,267"
485,Madagascar 3: Europe's Most Wanted,P/DW,93.0,"Adventure,Animation,Comedy",en,18.705,2012-06-08,6.5,3380,"$145,000,000","$216,391,482","$746,921,271"
486,The Hunger Games,LGF,142.0,"Action,Adventure,Sci-Fi",en,14.212,2012-03-23,7.1,14587,"$80,000,000","$408,010,692","$677,923,379"
487,Life of Pi,Fox,127.0,"Adventure,Drama,Fantasy",en,15.0,2012-11-21,7.3,8723,"$120,000,000","$124,987,022","$620,912,003"
488,Ted,Uni.,106.0,"Comedy,Fantasy",en,14.475,2012-06-29,6.3,7727,"$50,000,000","$218,665,740","$556,016,627"
489,Brave,BV,93.0,"Adventure,Animation,Comedy",th,0.6,2010-01-19,5.0,1,"$185,000,000","$237,282,182","$554,606,532"
490,Brave,BV,93.0,"Adventure,Animation,Comedy",en,18.908,2012-06-22,6.9,8116,"$185,000,000","$237,282,182","$554,606,532"
493,Wreck-It Ralph,BV,101.0,"Adventure,Animation,Comedy",en,22.967,2012-11-02,7.3,7780,"$165,000,000","$189,412,677","$496,511,521"
494,Django Unchained,Wein.,165.0,"Drama,Western",en,21.26,2012-12-25,8.0,15725,"$100,000,000","$162,805,434","$449,948,323"
495,Prometheus,Fox,124.0,"Adventure,Mystery,Sci-Fi",en,24.98,2012-06-08,6.4,7384,"$125,000,000","$126,477,084","$402,448,265"
496,Snow White and the Huntsman,Uni.,127.0,"Action,Adventure,Drama",en,21.233,2012-06-01,5.9,5258,"$170,000,000","$155,136,755","$401,021,746"
497,Taken 2,Fox,92.0,"Action,Thriller",en,16.078,2012-10-04,6.2,4035,"$45,000,000","$139,854,287","$377,807,404"
498,Hotel Transylvania,Sony,91.0,"Animation,Comedy,Family",en,15.318,2012-09-28,6.9,5013,"$85,000,000","$148,313,048","$378,505,812"
499,Journey 2: The Mysterious Island,WB (NL),94.0,"Action,Adventure,Comedy",en,14.454,2012-02-10,5.9,2152,"$79,000,000","$103,860,290","$318,146,162"
500,The Expendables 2,LGF,103.0,"Action,Adventure,Thriller",en,17.216,2012-08-17,6.2,4219,"$100,000,000","$85,028,192","$311,979,256"
501,Rise of the Guardians,P/DW,97.0,"Action,Adventure,Animation",en,14.934,2012-11-21,7.3,3697,"$145,000,000","$103,412,758","$306,900,902"
502,Wrath of the Titans,WB,99.0,"Action,Adventure,Fantasy",en,14.991,2012-03-29,5.6,2442,"$150,000,000","$83,670,083","$305,270,083"
503,Battleship,Uni.,131.0,"Action,Adventure,Sci-Fi",en,21.742,2012-05-18,5.6,3240,"$220,000,000","$65,233,400","$313,477,717"
504,John Carter,BV,132.0,"Action,Adventure,Sci-Fi",en,18.549,2012-03-09,6.1,3338,"$275,000,000","$73,058,679","$282,778,100"
505,The Bourne Legacy,Uni.,135.0,"Action,Adventure,Thriller",en,18.05,2012-08-10,6.1,3630,"$125,000,000","$113,203,870","$280,355,920"
506,Lincoln,BV,150.0,"Biography,Drama,History",en,12.693,2012-11-16,6.8,2261,"$65,000,000","$182,207,973","$273,346,281"
507,Lincoln,BV,17.0,"Biography,Documentary,History",en,12.693,2012-11-16,6.8,2261,"$65,000,000","$182,207,973","$273,346,281"
508,Dark Shadows,WB,113.0,"Comedy,Fantasy,Horror",en,15.75,2012-05-11,5.9,4197,"$150,000,000","$79,727,149","$238,202,668"
509,Resident Evil: Retribution,SGem,95.0,"Action,Horror,Sci-Fi",en,1.325,2012-09-14,5.7,2321,"$65,000,000","$42,345,531","$240,647,629"
510,Silver Linings Playbook,Wein.,122.0,"Comedy,Drama,Romance",en,15.351,2012-12-25,7.1,7636,"$21,000,000","$132,092,958","$236,412,453"
511,American Reunion,Uni.,113.0,Comedy,en,17.199,2012-04-06,6.2,2679,"$50,000,000","$56,758,835","$236,799,211"
512,Argo,WB,120.0,"Biography,Drama,Thriller",en,15.793,2012-10-12,7.2,5127,"$44,500,000","$136,025,503","$227,140,757"
513,Jack Reacher,Par.,130.0,"Action,Crime,Thriller",en,18.312,2012-12-21,6.4,4155,"$60,000,000","$80,070,736","$217,370,736"
515,Safe House,Uni.,115.0,"Action,Adventure,Crime",en,13.116,2012-02-10,6.4,1997,"$85,000,000","$126,181,630","$208,542,162"
517,21 Jump Street,Sony,109.0,"Action,Comedy,Crime",en,14.836,2012-03-12,6.8,6527,"$42,000,000","$138,447,667","$202,812,429"
518,The Vow,SGem,104.0,"Drama,Romance",en,13.046,2012-02-10,7.1,2409,"$30,000,000","$125,014,030","$197,618,160"
519,Mirror Mirror,Rela.,106.0,"Adventure,Comedy,Drama",en,13.221,2012-03-30,5.8,2099,"$85,000,000","$64,935,167","$173,613,482"
520,The Impossible,LG/S,114.0,"Drama,History,Thriller",en,14.66,2012-12-04,7.2,3614,"$40,000,000","$19,019,882","$169,590,606"
521,The Dictator,Par.,83.0,Comedy,en,12.592,2012-05-16,6.0,3042,"$65,000,000","$59,650,222","$180,148,897"
522,Looper,TriS,113.0,"Action,Crime,Drama",en,16.779,2012-09-28,6.8,6723,"$30,000,000","$66,486,205","$170,466,405"
523,Magic Mike,WB,110.0,"Comedy,Drama",en,13.7,2012-06-29,6.1,1850,"$7,000,000","$113,721,571","$170,549,753"
524,Flight,Par.,138.0,"Drama,Thriller",en,11.692,2012-11-02,6.7,3582,"$31,000,000","$93,772,375","$160,558,438"
526,This Means War,Fox,103.0,"Action,Comedy,Romance",en,12.017,2012-02-17,6.0,2096,"$65,000,000","$54,760,791","$156,974,557"
527,Paranormal Activity 4,Par.,88.0,"Horror,Mystery,Thriller",en,8.965,2012-10-19,5.4,1026,"$5,000,000","$53,900,335","$142,817,992"
528,Step Up Revolution,LG/S,99.0,"Drama,Music,Romance",en,10.925,2012-07-27,6.8,1252,"$33,000,000","$35,074,677","$165,552,290"
529,The Best Exotic Marigold Hotel,FoxS,124.0,"Comedy,Drama,Romance",en,8.665,2012-05-25,6.9,756,"$10,000,000","$46,383,639","$134,639,780"
530,Zero Dark Thirty,Sony,157.0,"Drama,Thriller",en,14.239,2012-12-19,6.9,2553,"$52,500,000","$95,720,716","$134,612,435"
531,Ghost Rider: Spirit of Vengeance,Sony,96.0,"Action,Fantasy,Thriller",en,18.678,2011-12-10,4.8,2039,"$57,000,000","$51,774,002","$149,217,355"
532,Cloud Atlas,WB,172.0,"Action,Drama,Mystery",en,14.681,2012-10-26,6.8,4505,"$102,000,000","$27,108,272","$130,673,154"
533,The Woman in Black,CBS,95.0,"Drama,Fantasy,Horror",en,12.781,2012-02-03,6.1,2122,"$15,000,000","$54,333,290","$128,955,898"
534,Parental Guidance,Fox,105.0,"Comedy,Family",en,10.124,2012-12-25,5.8,276,"$25,000,000","$77,267,296","$120,832,383"
535,Abraham Lincoln: Vampire Hunter,Fox,105.0,"Action,Fantasy,Horror",en,12.498,2012-06-22,5.6,2009,"$67,500,000","$37,519,139","$137,489,730"
536,Pitch Perfect,Uni.,112.0,"Comedy,Music,Romance",en,13.886,2012-09-28,7.3,4233,"$17,000,000","$65,001,093","$116,044,347"
537,Hope Springs,Sony,100.0,"Comedy,Drama,Romance",en,8.313,2012-08-07,6.1,429,"$30,000,000","$63,536,011","$133,085,295"
538,ParaNorman,Focus,92.0,"Adventure,Animation,Comedy",en,13.32,2012-08-17,6.8,1358,"$60,000,000","$56,003,051","$108,119,662"
539,The Campaign,WB,85.0,Comedy,en,10.266,2012-08-10,5.7,982,"$95,000,000","$86,907,746","$104,907,746"
540,The Campaign,WB,60.0,Documentary,en,10.266,2012-08-10,5.7,982,"$95,000,000","$86,907,746","$104,907,746"
541,Project X,WB,88.0,Comedy,en,9.715,2012-03-02,6.4,2968,"$12,000,000","$54,731,865","$103,028,188"
542,Project X,WB,88.0,Comedy,en,1.39,2016-11-18,5.6,7,"$12,000,000","$54,731,865","$103,028,188"
545,The Devil Inside,Par.,83.0,Horror,en,7.403,2012-01-06,4.7,441,"$1,000,000","$53,262,945","$101,759,490"
546,The Lucky One,WB,101.0,"Drama,Romance",en,13.14,2012-04-20,6.9,2012,"$25,000,000","$60,457,138","$96,633,833"
547,Contraband,Uni.,109.0,"Action,Crime,Drama",en,12.357,2012-01-13,6.2,1114,"$25,000,000","$66,528,000","$98,406,855"
548,Think Like a Man,SGem,122.0,"Comedy,Romance",en,5.905,2012-04-20,6.9,438,"$12,000,000","$91,547,205","$113,373,764"
549,The Possession,LGF,92.0,"Horror,Mystery,Thriller",en,8.978,2012-08-31,5.9,918,"$14,000,000","$49,130,588","$82,925,064"
550,What to Expect When You're Expecting,LGF,110.0,"Comedy,Drama,Romance",en,12.27,2012-05-18,5.9,1130,"$37,500,000","$41,152,203","$88,473,016"
551,Frankenweenie,BV,87.0,"Animation,Comedy,Family",en,14.627,2012-10-05,6.8,1685,"$39,000,000","$35,287,788","$81,150,788"
552,Act of Valor,Rela.,110.0,"Action,Adventure,Drama",en,12.197,2012-02-24,6.3,583,"$12,000,000","$70,012,847","$82,497,035"
553,Sinister,LG/S,110.0,"Horror,Mystery,Thriller",en,0.6,2011-05-03,3.8,8,"$3,000,000","$48,086,903","$87,727,807"
554,Sinister,LG/S,110.0,"Horror,Mystery,Thriller",en,13.117,2012-10-12,6.8,2935,"$3,000,000","$48,086,903","$87,727,807"
557,The Grey,ORF,117.0,"Action,Adventure,Drama",en,12.942,2012-01-27,6.5,2280,"$25,000,000","$51,580,136","$81,249,176"
558,The Grey,ORF,117.0,"Action,Adventure,Drama",en,12.942,2012-01-27,6.5,2280,"$25,000,000","$51,580,136","$81,249,176"
559,Diary of a Wimpy Kid: Dog Days,Fox,94.0,"Comedy,Family",en,11.36,2012-08-03,6.2,440,"$22,000,000","$49,008,662","$77,229,695"
560,To Rome with Love,SPC,112.0,"Comedy,Music,Romance",en,9.563,2012-06-22,5.7,1097,"$21,500,000","$16,684,352","$74,326,015"
561,Here Comes the Boom,Sony,105.0,"Action,Comedy,Sport",en,10.265,2012-10-12,6.0,812,"$42,000,000","$45,290,318","$73,239,258"
563,Anna Karenina,Focus,129.0,"Drama,Romance",en,9.987,2012-11-16,6.7,1265,"$49,000,000","$12,816,367","$71,004,627"
564,The Watch,Fox,102.0,"Action,Comedy,Horror",en,10.228,2012-07-27,5.4,1356,"$55,000,000","$34,353,000","$67,130,045"
565,Moonrise Kingdom,Focus,94.0,"Adventure,Comedy,Drama",en,14.086,2012-05-25,7.7,3023,"$16,000,000","$45,512,466","$68,848,446"
566,The Cabin in the Woods,LGF,95.0,Horror,en,15.336,2012-04-12,6.5,4185,"$30,000,000","$42,073,277","$70,689,968"
567,The Cabin in the Woods,LGF,95.0,Horror,en,15.336,2012-04-12,6.5,4185,"$30,000,000","$42,073,277","$70,689,968"
568,Rock of Ages,WB (NL),123.0,"Comedy,Drama,Musical",en,11.369,2012-06-15,6.1,686,"$70,000,000","$38,518,613","$61,031,932"
569,That's My Boy,Sony,116.0,Comedy,en,12.817,2012-06-15,5.5,831,"$57,500,000","$36,931,089","$58,085,235"
570,The Odd Life of Timothy Green,BV,105.0,"Comedy,Drama,Family",en,9.216,2012-08-15,6.7,605,"$40,000,000","$51,853,450","$55,249,159"
571,The Three Stooges,Fox,92.0,"Comedy,Family",en,9.358,2012-04-13,5.1,215,"$30,000,000","$44,338,224","$54,052,249"
573,The Five-Year Engagement,Uni.,124.0,"Comedy,Romance",en,10.729,2012-04-27,5.8,742,"$30,000,000","$28,700,285","$61,623,819"
574,Lawless,Wein.,116.0,"Crime,Drama",en,12.147,2012-08-29,7.0,1660,"$26,000,000","$37,397,291","$54,393,687"
575,Lawless,Wein.,90.0,"Action,Adventure,Documentary",en,12.147,2012-08-29,7.0,1660,"$26,000,000","$37,397,291","$54,393,687"
576,Red Tails,Fox,125.0,"Action,Adventure,Drama",en,10.247,2012-01-11,6.0,256,"$58,000,000","$49,876,377","$50,365,498"
577,Trouble with the Curve,WB,111.0,"Drama,Sport",en,8.548,2012-09-21,6.7,613,"$60,000,000","$35,763,137","$47,818,913"
578,End of Watch,ORF,109.0,"Action,Crime,Drama",en,13.152,2012-09-21,7.3,1770,"$15,000,000","$41,003,371","$57,586,606"
579,Man on a Ledge,LG/S,102.0,"Action,Adventure,Crime",en,11.263,2012-01-27,6.3,1460,"$42,000,000","$18,620,000","$49,621,440"
580,The Guilt Trip,Par.,95.0,"Comedy,Drama",en,8.939,2012-12-19,5.4,403,"$40,000,000","$37,134,215","$41,294,674"
581,Killing Them Softly,Wein.,97.0,"Crime,Thriller",en,11.298,2012-11-30,6.0,1105,"$15,000,000","$14,945,541","$39,238,443"
582,Chernobyl Diaries,WB,86.0,"Horror,Mystery,Thriller",en,14.658,2012-05-25,5.0,842,"$1,000,000","$18,119,640","$42,411,721"
583,Dredd,LGF,95.0,"Action,Crime,Sci-Fi",en,13.223,2012-09-21,6.7,2788,"$45,000,000","$13,414,714","$41,467,606"
584,Arbitrage,RAtt.,107.0,"Drama,Thriller",en,12.14,2012-09-14,6.2,459,"$12,000,000","$7,919,574","$35,830,713"
585,Alex Cross,LG/S,101.0,"Action,Crime,Mystery",en,9.962,2012-10-18,5.1,424,"$35,000,000","$25,888,412","$35,426,759"
586,The Perks of Being a Wallflower,LG/S,103.0,Drama,en,15.148,2012-09-21,7.8,5938,"$13,000,000","$17,742,948","$33,069,303"
587,Haywire,Rela.,93.0,"Action,Drama,Thriller",en,10.015,2011-11-06,5.6,747,"$23,000,000","$18,942,396","$36,374,700"
588,Katy Perry: Part of Me,Par.,93.0,"Documentary,Music",en,7.139,2012-07-05,6.8,147,"$12,000,000","$25,326,071","$32,700,439"
589,Lockout,FD,95.0,"Action,Sci-Fi,Thriller",en,11.273,2012-04-13,5.9,1004,"$20,000,000","$14,326,865","$33,943,049"
590,Joyful Noise,WB,118.0,"Comedy,Drama,Music",en,6.787,2012-01-13,6.4,70,"$27,500,000","$30,932,113","$31,157,914"
591,Premium Rush,Sony,91.0,"Action,Crime,Thriller",en,12.484,2012-08-24,6.2,1244,"$35,000,000","$20,275,446","$31,393,201"
592,The Raven,Rela.,110.0,"Crime,Mystery,Thriller",en,0.6,2010-04-20,5.9,5,"$26,000,000","$16,008,272","$30,601,801"
593,The Raven,Rela.,110.0,"Crime,Mystery,Thriller",en,8.635,2012-04-27,6.3,681,"$26,000,000","$16,008,272","$30,601,801"
594,The Master,Wein.,138.0,Drama,en,12.829,2012-09-14,7.1,1323,"$37,500,000","$16,247,159","$50,647,416"
595,The Master,Wein.,138.0,Drama,zh,0.6,2015-02-24,4.0,1,"$37,500,000","$16,247,159","$50,647,416"
598,The Master,Wein.,86.0,"Action,History",en,12.829,2012-09-14,7.1,1323,"$37,500,000","$16,247,159","$50,647,416"
599,The Master,Wein.,86.0,"Action,History",zh,0.6,2015-02-24,4.0,1,"$37,500,000","$16,247,159","$50,647,416"
602,Big Miracle,Uni.,107.0,"Biography,Drama,Family",en,6.76,2012-02-03,6.6,250,"$40,000,000","$20,157,300","$25,268,680"
603,A Thousand Words,P/DW,91.0,"Comedy,Drama",en,8.017,2012-03-08,6.1,685,"$40,000,000","$18,450,127","$20,790,486"
605,Wanderlust,Uni.,98.0,"Comedy,Romance",en,9.896,2012-02-24,5.4,693,"$32,500,000","$17,288,155","$24,159,934"
606,Wanderlust,Uni.,3.0,"Adventure,Documentary",en,9.896,2012-02-24,5.4,693,"$32,500,000","$17,288,155","$24,159,934"
607,Wanderlust,Uni.,58.0,Drama,en,9.896,2012-02-24,5.4,693,"$32,500,000","$17,288,155","$24,159,934"
609,Beasts of the Southern Wild,FoxS,93.0,"Adventure,Drama,Fantasy",en,7.53,2012-06-29,6.9,605,"$1,800,000","$12,795,746","$23,265,132"
610,Polisse,IFC,127.0,"Crime,Drama",fr,7.682,2011-11-11,7.8,670,"$8,900,000","$176,988","$22,744,132"
611,Amour,SPC,127.0,"Drama,Romance",fr,10.705,2012-12-19,7.7,746,"$9,700,000","$6,738,954","$36,787,044"
612,The Man with the Iron Fists,Uni.,95.0,Action,en,15.457,2012-11-02,5.3,573,"$15,000,000","$15,634,090","$22,018,988"
613,Seven Psychopaths,CBS,110.0,"Comedy,Crime",en,10.967,2012-10-12,6.8,2109,"$13,500,000","$15,024,049","$33,035,736"
614,The Cold Light of Day,LG/S,93.0,"Action,Thriller",en,8.974,2012-09-06,5.1,463,"$20,000,000","$3,763,583","$25,361,206"
615,The Words,CBS,102.0,"Drama,Mystery,Romance",en,7.201,2012-09-07,6.6,628,"$6,000,000","$11,494,838","$16,369,708"
616,Playing for Keeps,FD,105.0,"Comedy,Romance,Sport",en,7.778,2012-12-07,5.6,420,"$35,000,000","$2,000,000","$2,000,000"
617,Silent House,ORF,86.0,"Drama,Horror,Mystery",en,7.079,2011-01-21,5.2,184,"$2,000,000","$12,739,737","$16,610,760"
618,People Like Us,BV,114.0,"Comedy,Drama",en,9.078,2012-06-29,6.8,360,"$16,000,000","$12,431,792","$12,617,472"
619,People Like Us,BV,55.0,Drama,en,9.078,2012-06-29,6.8,360,"$16,000,000","$12,431,792","$12,617,472"
620,Bachelorette,RTWC,87.0,"Comedy,Romance",en,7.05,2012-09-06,5.4,755,"$3,000,000","$446,770","$12,577,401"
621,Fun Size,Par.,86.0,"Adventure,Comedy",en,7.072,2012-10-26,5.5,249,"$14,000,000","$9,409,538","$11,166,615"
622,Seeking a Friend for the End of the World,Focus,101.0,"Adventure,Comedy,Drama",en,8.092,2012-06-22,6.4,1108,"$10,000,000","$7,078,738","$11,766,959"
623,The Apparition,WB,83.0,"Horror,Thriller",en,7.714,2012-08-24,4.3,221,"$17,000,000","$4,936,819","$10,637,281"
624,The Apparition,WB,83.0,"Horror,Thriller",fr,7.913,2018-09-07,6.4,63,"$17,000,000","$4,936,819","$10,637,281"
625,The Apparition,WB,144.0,Drama,en,7.714,2012-08-24,4.3,221,"$17,000,000","$4,936,819","$10,637,281"
626,The Apparition,WB,144.0,Drama,fr,7.913,2018-09-07,6.4,63,"$17,000,000","$4,936,819","$10,637,281"
627,Bernie,MNE,99.0,"Biography,Comedy,Crime",en,7.518,2012-04-27,6.6,503,"$6,000,000","$9,204,489","$10,106,975"
628,Bernie,MNE,99.0,"Biography,Comedy,Crime",en,7.518,2012-04-27,6.6,503,"$6,000,000","$9,204,489","$10,106,975"
629,Bernie,MNE,155.0,Family,en,7.518,2012-04-27,6.6,503,"$6,000,000","$9,204,489","$10,106,975"
630,Bernie,MNE,155.0,Family,en,7.518,2012-04-27,6.6,503,"$6,000,000","$9,204,489","$10,106,975"
631,The Sessions,FoxS,95.0,"Biography,Comedy,Drama",en,6.46,2012-10-18,6.9,296,"$1,000,000","$6,002,451","$11,495,204"
632,On the Road,IFC,124.0,"Adventure,Drama,Romance",en,8.919,2012-12-21,5.6,518,"$25,000,000","$720,828","$9,313,302"
633,On the Road,IFC,90.0,Drama,en,8.919,2012-12-21,5.6,518,"$25,000,000","$720,828","$9,313,302"
634,On the Road,IFC,87.0,Documentary,en,8.919,2012-12-21,5.6,518,"$25,000,000","$720,828","$9,313,302"
635,On the Road,IFC,89.0,Drama,en,8.919,2012-12-21,5.6,518,"$25,000,000","$720,828","$9,313,302"
636,On the Road,IFC,39.0,Documentary,en,8.919,2012-12-21,5.6,518,"$25,000,000","$720,828","$9,313,302"
637,On the Road,IFC,121.0,Drama,en,8.919,2012-12-21,5.6,518,"$25,000,000","$720,828","$9,313,302"
638,The Collection,LD,82.0,"Action,Horror,Thriller",en,9.059,2012-09-21,6.1,465,"$10,000,000","$6,810,754","$8,890,094"
639,The Collection,LD,82.0,"Action,Horror,Thriller",en,0.84,2017-03-11,7.0,1,"$10,000,000","$6,810,754","$8,890,094"
640,Chasing Mavericks,Fox,116.0,"Biography,Drama,Sport",en,6.546,2012-10-26,7.0,329,"$20,000,000","$6,002,756","$8,300,821"
641,Albert Nobbs,RAtt.,113.0,"Drama,Romance",en,6.277,2011-12-21,6.3,227,"$7,500,000","$3,014,696","$8,539,003"
642,Won't Back Down,Fox,121.0,Drama,en,6.14,2012-09-28,6.3,64,"$19,000,000","$5,310,554","$5,745,503"
643,Won't Back Down,Fox,121.0,Drama,en,0.938,2014-06-03,6.2,3,"$19,000,000","$5,310,554","$5,745,503"
644,Won't Back Down,Fox,114.0,Sport,en,6.14,2012-09-28,6.3,64,"$19,000,000","$5,310,554","$5,745,503"
645,Won't Back Down,Fox,114.0,Sport,en,0.938,2014-06-03,6.2,3,"$19,000,000","$5,310,554","$5,745,503"
646,"Jeff, Who Lives at Home",ParV,83.0,"Comedy,Drama",en,8.821,2011-09-13,6.2,320,"$10,000,000","$4,269,426","$4,708,127"
647,Safety Not Guaranteed,FD,86.0,"Comedy,Drama,Romance",en,9.214,2012-06-08,6.9,792,"$750,000","$4,010,957","$4,422,318"
648,Killer Joe,LD,102.0,"Crime,Drama,Thriller",en,13.742,2012-07-27,6.5,703,"$10,000,000","$1,291,645","$4,659,110"
649,Robot & Frank,Gold.,89.0,"Comedy,Crime,Drama",en,7.485,2012-08-16,6.9,620,"$2,500,000","$3,317,468","$4,934,356"
650,Jab Tak Hai Jaan,Yash,176.0,"Drama,Romance",hi,7.701,2012-11-13,6.9,107,"$9,200,000","$3,047,539","$5,806,666"
651,Samsara,Osci.,102.0,"Documentary,Music",en,6.015,2012-08-22,8.2,276,"$4,000,000","$2,672,413","$5,966,671"
652,Your Sister's Sister,IFC,90.0,"Comedy,Drama",en,7.115,2012-06-14,6.6,192,"$120,000","$1,597,486","$3,090,593"
653,The Paperboy,MNE,107.0,"Crime,Drama,Mystery",en,8.143,2012-10-05,5.5,409,"$12,500,000","$677,200","$4,027,663"
654,A Little Bit of Heaven,MNE,106.0,"Comedy,Drama,Fantasy",en,7.87,2011-02-03,6.3,333,"$12,500,000","$10,011","$1,100,287"
656,Coriolanus,Wein.,123.0,"Drama,Thriller,War",en,8.016,2012-01-19,6.0,215,"$10,000,000","$749,641","$2,179,623"
657,Coriolanus,Wein.,192.0,"Drama,History,War",en,8.016,2012-01-19,6.0,215,"$10,000,000","$749,641","$2,179,623"
659,Damsels in Distress,SPC,99.0,"Comedy,Drama,Romance",en,6.625,2012-04-06,5.5,103,"$3,000,000","$1,007,535","$1,324,299"
660,Darling Companion,SPC,103.0,"Comedy,Drama,Romance",en,4.656,2012-04-20,5.0,46,"$12,000,000","$793,352","$1,200,346"
661,Holy Motors,IM,115.0,"Drama,Fantasy",fr,5.31,2012-10-17,7.0,431,"$4,000,000","$641,054","$4,230,426"
662,Sound of My Voice,FoxS,85.0,"Drama,Mystery,Sci-Fi",en,7.212,2011-01-22,6.4,169,"$135,000","$408,015","$429,448"
663,Khiladi 786,Eros,141.0,"Action,Comedy",en,1.824,2012-12-07,4.7,16,"$5,600,000","$385,422","$14,683,763"
664,Compliance,Magn.,90.0,"Biography,Crime,Drama",en,6.93,2012-08-24,6.4,340,"$270,000","$319,285","$830,700"
665,Kill List,IFC,95.0,"Crime,Drama,Horror",en,7.036,2012-01-04,6.1,332,"$800,000","$29,063","$462,206"
666,High School,Anch.,99.0,Comedy,en,5.762,2010-06-03,5.8,68,"$10,000,000","$139,034","$248,133"
667,High School,Anch.,99.0,Comedy,en,5.762,2010-06-03,5.8,68,"$10,000,000","$139,034","$248,133"
668,The Innkeepers,Magn.,101.0,"Drama,Horror,Mystery",en,8.494,2011-12-30,5.5,324,"$750,000","$78,396","$1,011,535"
669,The First Time,Gold.,95.0,"Comedy,Drama,Romance",en,11.25,2012-10-19,7.0,1426,"$2,000,000","$17,061","$17,061"
670,The First Time,Gold.,90.0,Drama,en,11.25,2012-10-19,7.0,1426,"$2,000,000","$17,061","$17,061"
671,Frozen,BV,93.0,"Adventure,Drama,Sport",en,9.678,2010-02-05,5.8,987,"$150,000,000","$400,738,009","$1,272,469,910"
672,Frozen,BV,93.0,"Adventure,Drama,Sport",en,26.183,2013-11-27,7.3,9767,"$150,000,000","$400,738,009","$1,272,469,910"
673,Frozen,BV,92.0,"Fantasy,Romance",en,9.678,2010-02-05,5.8,987,"$150,000,000","$400,738,009","$1,272,469,910"
674,Frozen,BV,92.0,"Fantasy,Romance",en,26.183,2013-11-27,7.3,9767,"$150,000,000","$400,738,009","$1,272,469,910"
675,Frozen,BV,102.0,"Adventure,Animation,Comedy",en,9.678,2010-02-05,5.8,987,"$150,000,000","$400,738,009","$1,272,469,910"
676,Frozen,BV,102.0,"Adventure,Animation,Comedy",en,26.183,2013-11-27,7.3,9767,"$150,000,000","$400,738,009","$1,272,469,910"
677,Iron Man 3,BV,130.0,"Action,Adventure,Sci-Fi",en,32.093,2013-05-03,6.9,14155,"$200,000,000","$408,992,272","$1,215,392,272"
678,Despicable Me 2,Uni.,98.0,"Adventure,Animation,Comedy",en,19.014,2013-07-03,6.9,7319,"$76,000,000","$368,065,385","$975,216,835"
