movie_id,movie_name,release_year_movies,runtime_minutes,genres,averagerating,numvotes,release_date,production_budget,domestic_gross,worldwide_gross
tt0492389,furry vengeance,1970,92,"comedy,family",3.8,14700,2010-04-30,35000000,17630465,39340177
tt0493405,chips,1970,100,"action,comedy,crime",6.0,37029,2017-03-24,25000000,18600152,23190292
tt0493949,ramona and beezus,1970,103,"adventure,comedy,family",6.6,16086,2010-07-23,15000000,26167002,27469621
tt0498381,rings,1970,102,"drama,horror,mystery",4.5,34151,2017-02-03,25000000,27793018,82917283
tt0763831,a thousand words,1970,91,"comedy,drama",5.9,36387,2012-03-09,40000000,18450127,20790486
tt0765446,escape from planet earth,1970,89,"adventure,animation,comedy",5.9,23298,2013-02-15,40000000,57012977,74156610
tt0770703,what's your number?,1970,106,"comedy,romance",6.1,67922,2011-09-30,20000000,14011084,30163785
tt0770802,samsara,1970,102,"documentary,music",8.5,29725,2012-08-24,4000000,2672413,5966671
tt0770828,man of steel,1970,143,"action,adventure,sci-fi",7.1,647288,2013-06-14,225000000,291045518,667999518
tt0780653,the wolfman,1970,103,"drama,fantasy,horror",5.8,97873,2010-02-12,150000000,62189884,142634358
tt0787474,the boxtrolls,1970,96,"adventure,animation,comedy",6.8,50763,2014-09-26,60000000,50837305,111946251
tt0787524,the man who knew infinity,1970,108,"biography,drama",7.2,43575,2016-04-29,10000000,3877922,12382122
tt0790628,the incredible burt wonderstone,1970,100,"adventure,comedy,fantasy",5.9,67549,2013-03-15,32000000,22537881,27392609
tt0790636,dallas buyers club,1970,117,"biography,drama",8.0,402462,2013-11-01,5000000,27298285,60611845
tt0790724,jack reacher,1970,130,"action,crime,thriller",7.0,284547,2012-12-21,60000000,80070736,217370736
tt0790736,r.i.p.d.,1970,96,"action,adventure,comedy",5.6,109078,2013-07-19,130000000,33618855,79076678
tt0800369,thor,1970,115,"action,adventure,fantasy",7.0,683264,2011-05-06,150000000,181030624,449326618
tt0803096,warcraft,1970,123,"action,adventure,fantasy",6.9,225557,2016-06-10,160000000,47225655,425522281
tt0804497,it's kind of a funny story,1970,101,"comedy,drama,romance",7.1,125583,2010-10-08,8000000,6363628,6632950
tt0808510,tooth fairy,1970,101,"comedy,family,fantasy",5.0,37939,2010-01-22,48000000,60022256,112610386
tt0810913,jack and jill,1970,91,comedy,3.3,71361,2011-11-11,79000000,74158157,150519217
tt0810922,take me home tonight,1970,97,"comedy,drama,romance",6.3,48393,2011-03-04,19000000,6928068,7576604
tt0814255,percy jackson & the olympians: the lightning thief,1970,118,"adventure,family,fantasy",5.9,165108,2010-02-12,95000000,88768303,223050874
tt0815236,she's out of my league,1970,104,"comedy,romance",6.4,117245,2010-03-12,20000000,32010860,48680977
tt0816442,the book thief,1970,131,"drama,war",7.6,119023,2013-11-08,19000000,21488481,76086711
tt0816692,interstellar,1970,169,"adventure,drama,sci-fi",8.6,1299334,2014-11-05,165000000,188017894,666379375
tt0816711,world war z,1970,116,"action,adventure,horror",7.0,553751,2013-06-21,190000000,202359711,531514650
tt0817230,valentine's day,1970,125,"comedy,romance",5.7,107171,2010-02-12,52000000,110485654,217569328
tt0822847,priest,1970,87,"action,adventure,fantasy",5.7,108320,2011-05-13,60000000,29136626,84154026
tt0829150,dracula untold,1970,92,"action,drama,fantasy",6.3,164829,2014-10-10,70000000,55991880,220241723
tt0837562,hotel transylvania,1970,91,"animation,comedy,family",7.1,204571,2012-09-28,85000000,148313048,378505812
tt0842926,the kids are all right,1970,106,"comedy,drama,romance",7.0,120656,2010-07-09,4000000,20811365,36275469
tt0848537,epic,1970,102,"adventure,animation,family",6.7,95318,2013-05-24,100000000,107518682,262794441
tt0857190,the sweeney,1970,112,"action,crime,drama",6.1,18095,2013-03-01,4500000,26345,8000366
tt0864835,mr. peabody & sherman,1970,92,"adventure,animation,comedy",6.8,57277,2014-03-07,145000000,111506430,269806430
tt0872230,my soul to take,1970,107,"horror,mystery,thriller",4.8,18381,2010-10-08,25000000,14744435,16727470
tt0873886,red state,1970,88,"action,crime,horror",6.2,59266,2011-09-23,4000000,1065429,1983596
tt0878835,please give,1970,87,"comedy,drama",6.6,10652,2010-04-30,3000000,4033574,4570178
tt0879870,eat pray love,1970,133,"drama,romance",5.8,77709,2010-08-13,60000000,80574010,206598789
tt0881320,sanctum,1970,108,"adventure,drama,thriller",5.9,51318,2011-02-04,30000000,23209310,108957098
tt0884732,the wedding ringer,1970,101,comedy,6.7,66893,2015-01-16,23000000,64460211,80171596
tt0889573,the switch,1970,101,"comedy,drama,romance",6.1,90661,2010-08-20,19000000,27758465,49858465
tt0892318,letters to juliet,1970,105,"adventure,comedy,drama",6.6,86137,2010-05-14,30000000,53032453,82148538
tt0892769,how to train your dragon,1970,98,"action,adventure,animation",8.1,611299,2010-03-26,165000000,217581232,494870992
tt0892791,shrek forever after,1970,93,"adventure,animation,comedy",6.3,167532,2010-05-21,165000000,238736787,756244673
tt0903624,the hobbit: an unexpected journey,1970,169,"adventure,family,fantasy",7.9,719629,2012-12-14,250000000,303003568,1017003568
tt0905372,the thing,1970,103,"horror,mystery,sci-fi",6.2,111900,2011-10-14,38000000,16999934,27573078
tt0918940,the legend of tarzan,1970,110,"action,adventure,drama",6.3,150154,2016-07-01,180000000,126643061,348902025
tt0935075,rabbit hole,1970,91,drama,7.0,45357,2010-12-17,5000000,2229058,6205034
tt0938283,the last airbender,1970,103,"action,adventure,family",4.1,137734,2010-07-01,150000000,131772187,319713881
tt0944835,salt,1970,100,"action,mystery,thriller",6.4,277204,2010-07-23,130000000,118311368,290650494
tt0945513,source code,1970,93,"action,drama,sci-fi",7.5,452036,2011-04-01,32000000,54712227,140428499
tt0947798,black swan,1970,108,"drama,thriller",8.0,648854,2010-12-03,13000000,106954678,331266710
tt0947810,green zone,1970,115,"action,drama,thriller",6.8,122132,2010-03-12,100000000,35497337,97523020
tt0948470,the amazing spider-man,1970,136,"action,adventure,sci-fi",7.0,525632,2012-07-03,220000000,262030663,757890267
tt0954947,the killer inside me,1970,109,"crime,drama,horror",6.1,31727,2010-06-18,13000000,217277,3617277
tt0963966,the sorcerer's apprentice,1970,109,"action,adventure,family",6.1,143862,2010-07-14,160000000,63150991,217986320
tt0964517,the fighter,1970,116,"biography,drama,sport",7.8,316539,2010-12-10,11000000,93617009,129262388
tt0968264,the conspirator,1970,122,"crime,drama,history",6.9,26416,2011-04-15,25000000,11538204,15907411
tt0970179,hugo,1970,126,"adventure,drama,family",7.5,284869,2011-11-23,180000000,73864507,180047784
tt0970866,little fockers,1970,98,"comedy,romance",5.5,99222,2010-12-22,100000000,148438600,310650574
tt0974015,justice league,1970,120,"action,adventure,fantasy",6.5,329135,2017-11-17,300000000,229024295,655945209
tt0977855,fair game,1970,108,"biography,drama,thriller",6.8,43862,1995-11-03,50000000,11497497,26097497
tt0978764,sucker punch,1970,110,"action,adventure,fantasy",6.1,218371,2011-03-25,75000000,36392502,89758389
tt0979434,lottery ticket,1970,99,comedy,5.0,10042,2010-08-20,17000000,24719879,24719879
tt0980970,the chronicles of narnia: the voyage of the dawn treader,1970,113,"adventure,family,fantasy",6.3,129663,2010-12-10,155000000,104386950,418186950
tt0983193,the adventures of tintin,1970,107,"action,adventure,animation",7.3,202430,2011-12-21,130000000,77591831,373993951
tt0985694,machete,1970,105,"action,crime,thriller",6.6,182320,2010-09-03,12500000,26593646,46370970
tt0989757,dear john,1970,108,"drama,romance,war",6.3,128657,2010-02-05,25000000,80014842,142033509
tt0990407,the green hornet,1970,119,"action,comedy,crime",5.8,148622,2011-01-14,110000000,98780042,229155503
tt0993842,hanna,1970,111,"action,drama,thriller",6.8,179178,2011-04-08,30000000,40259119,65343694
tt0993846,the wolf of wall street,1970,180,"biography,crime,drama",8.2,1035358,2013-12-25,100000000,116900694,389870414
tt0999913,straw dogs,1970,110,"action,drama,thriller",5.8,30924,2011-09-16,25000000,10324441,11253821
tt1001526,megamind,1970,95,"action,animation,comedy",7.3,207488,2010-11-05,130000000,148415853,321887208
tt1002563,the young messiah,1970,111,"drama,fantasy",5.6,2882,2016-03-11,16800000,6469813,7313697
tt1007029,the iron lady,1970,105,"biography,drama",6.4,96066,2012-01-13,14000000,29959436,115592104
tt1013743,knight and day,1970,109,"action,adventure,comedy",6.3,169840,2010-06-23,117000000,76423035,258751370
tt1013860,dylan dog: dead of night,1970,107,"action,comedy,crime",5.1,14120,2011-04-29,20000000,1186538,6093725
tt1014763,child 44,1970,137,"crime,drama,history",6.5,59477,2015-04-17,50000000,1224330,8004221
tt1015471,the sisterhood of night,1970,104,"drama,mystery,thriller",6.2,1888,2015-04-10,1000000,6870,6870
tt1018765,our brand is crisis,1970,107,"comedy,drama",6.1,19033,2015-10-30,28000000,7002261,8594558
tt1020072,selma,1970,128,"biography,drama,history",7.5,77633,2015-01-09,20000000,52076908,66776576
tt1020558,centurion,1970,97,"action,adventure,drama",6.4,74085,2010-08-27,15000000,123570,7885048
tt1024648,argo,1970,120,"biography,drama,thriller",7.7,534683,2012-10-12,44500000,136025503,227140757
tt1028576,secretariat,1970,123,"biography,drama,family",7.2,24536,2010-10-08,35000000,59699513,60376247
tt1032751,the warrior's way,1970,100,"action,fantasy,western",6.3,24271,2010-12-03,42000000,5666340,8514325
tt1033575,the descendants,1970,115,"comedy,drama",7.3,223464,2011-11-16,20000000,82624961,175507800
tt1034389,the eagle,1970,114,"action,adventure,drama",6.2,61475,2011-02-11,25000000,19490041,38993548
tt1034415,suspiria,1970,152,"fantasy,horror,mystery",6.8,37360,2018-10-26,20000000,2483472,7034615
tt1037705,the book of eli,1970,118,"action,adventure,drama",6.9,271307,2010-01-15,80000000,94835059,158750817
tt1038686,legion,1970,100,"action,fantasy,horror",5.2,92709,2010-01-22,26000000,40168080,67647574
tt1038919,the bounty hunter,1970,110,"action,comedy,romance",5.6,112444,2010-03-19,45000000,67061228,135808837
tt1041804,the nutcracker in 3d,1970,110,"action,family,fantasy",4.3,3119,2010-11-24,90000000,195459,20466016
tt1043726,the legend of hercules,1970,99,"action,adventure,fantasy",4.2,50352,2014-01-10,70000000,18848538,58953319
tt1045658,silver linings playbook,1970,122,"comedy,drama,romance",7.7,621018,2012-11-16,21000000,132092958,236412453
tt1047540,parental guidance,1970,105,"comedy,family",6.1,23711,2012-12-25,25000000,77267296,120832383
tt1051904,goosebumps,1970,103,"adventure,comedy,family",6.3,72858,2015-10-16,58000000,80069458,158905324
tt1053424,repo men,1970,111,"action,crime,sci-fi",6.3,96144,2010-03-19,32000000,13942007,18195238
tt1053810,the big year,1970,100,comedy,6.2,39522,2011-10-14,41000000,7204138,7684524
tt1055292,life as we know it,1970,114,"comedy,drama,romance",6.6,113077,2010-10-08,38000000,53374681,105887837
tt1065073,boyhood,1970,165,drama,7.9,315584,2014-07-11,4000000,25379975,57273049
tt1067583,water for elephants,1970,120,"drama,romance",6.9,105812,2011-04-22,38000000,58709717,116809717
tt1067774,monte carlo,1970,109,"adventure,comedy,family",5.8,38731,2011-07-01,20000000,23186769,39686769
tt1071875,ghost rider: spirit of vengeance,1970,96,"action,fantasy,thriller",4.3,103608,2012-02-17,57000000,51774002,149217355
tt1072748,winchester,1970,99,"biography,drama,fantasy",5.4,24351,2018-02-02,3500000,25091816,44378040
tt1074638,skyfall,1970,143,"action,adventure,thriller",7.8,592221,2012-11-08,200000000,304360277,1110526981
tt1077368,dark shadows,1970,113,"comedy,fantasy,horror",6.2,229818,2012-05-11,150000000,79727149,238202668
tt1082807,the belko experiment,1970,89,"horror,thriller",6.1,38378,2017-03-17,5000000,10166820,11792942
tt1083452,eddie the eagle,1970,106,"biography,comedy,drama",7.4,75331,2016-02-26,23000000,15789389,45060480
tt1086772,blended,1970,117,"comedy,romance",6.5,106491,2014-05-23,45000000,46290741,127990741
tt1091191,lone survivor,1970,121,"action,biography,drama",7.5,246641,2013-12-25,40000000,125095601,149804632
tt1092026,paul,1970,104,"adventure,comedy,sci-fi",7.0,220567,2011-03-18,40000000,37412945,101162106
tt1093357,the darkest hour,1970,89,"action,adventure,horror",4.9,55071,2011-12-25,34800000,21443494,62831715
tt1094666,the hammer,1970,108,"biography,drama,sport",7.0,1613,2008-03-21,850000,442638,442638
tt1104001,tron: legacy,1970,125,"action,adventure,fantasy",6.8,296211,2010-12-17,200000000,172062763,400062763
tt1105355,growing up smith,1970,102,"comedy,drama,family",6.8,910,2017-02-03,2000000,35312,35312
tt1109624,paddington,1970,95,"adventure,comedy,family",7.2,84679,2015-01-16,55000000,76223578,258789097
tt1116184,jackass 3d,1970,95,"action,comedy,documentary",7.0,53289,2010-10-15,20000000,117229692,171685793
tt1120985,blue valentine,1970,112,"drama,romance",7.4,170089,2010-12-29,1000000,9737892,16566240
tt1121096,seventh son,1970,102,"action,adventure,fantasy",5.5,66565,2015-02-06,95000000,17725785,108874967
tt1124035,the ides of march,1970,101,"drama,thriller",7.1,207417,2011-10-07,23000000,40962534,77735925
tt1124037,free state of jones,1970,139,"action,biography,drama",6.9,45135,2016-06-24,50000000,20810036,23237252
tt1125929,love ranch,1970,117,"biography,comedy,drama",5.6,2742,2010-06-30,25000000,137885,146149
tt1126590,big eyes,1970,106,"biography,crime,drama",7.0,77447,2014-12-25,10000000,14482031,27317872
tt1126591,burlesque,1970,119,"drama,music,musical",6.4,71021,2010-11-24,55000000,39440655,90552675
tt1126618,morning glory,1970,107,"comedy,drama,romance",6.5,67367,2010-11-10,40000000,31011732,59795070
tt1130884,shutter island,1970,138,"mystery,thriller",8.1,1005960,2010-02-19,80000000,128012934,299461782
tt1130964,the 5th quarter,1970,90,"biography,drama,sport",5.7,1379,2011-03-25,6000000,408159,408159
tt1133985,green lantern,1970,114,"action,adventure,sci-fi",5.5,252281,2011-06-17,200000000,116601172,219535492
tt1135084,takers,1970,107,"action,crime,thriller",6.2,53377,2010-08-27,32000000,57744720,70587268
tt1137450,death wish,1970,107,"action,crime,drama",6.4,50279,2018-03-02,30000000,34017028,48575965
tt1137470,accidental love,1970,100,"comedy,romance",4.1,7048,2015-03-17,26000000,0,135436
tt1139328,the ghost writer,1970,128,"drama,mystery,thriller",7.2,148274,2010-02-19,45000000,15541549,65532491
tt1142977,frankenweenie,1970,87,"animation,comedy,family",7.0,89489,2012-10-05,39000000,35287788,81150788
tt1152822,freakonomics,1970,93,documentary,6.4,6466,2010-10-01,2900000,101270,172867
tt1161864,the rite,1970,114,"drama,horror,mystery",6.0,85604,2011-01-28,37000000,33047633,97143987
tt1164999,biutiful,1970,148,"drama,romance",7.5,80382,2011-01-28,35000000,5101237,24687524
tt1170358,the hobbit: the desolation of smaug,1970,161,"adventure,fantasy",7.8,565563,2013-12-13,250000000,258366855,960366855
tt1171222,baggage claim,1970,96,comedy,5.1,8296,2013-09-27,8500000,21569509,22885836
tt1175709,all good things,1970,101,"crime,drama,mystery",6.3,49684,2010-12-03,20000000,582024,873617
tt1178665,a walk in the woods,1970,104,"adventure,biography,comedy",6.3,22033,2015-09-02,8000000,29499394,37119358
tt1179034,from paris with love,1970,92,"action,crime,thriller",6.5,107079,2010-02-05,52000000,24077427,53139168
tt1179933,10 cloverfield lane,1970,103,"drama,horror,mystery",7.2,260383,2016-03-11,5000000,72082999,108286422
tt1181614,wuthering heights,1970,129,"drama,romance",6.1,8549,2012-10-05,8000000,100915,2721534
tt1182350,you will meet a tall dark stranger,1970,98,"comedy,drama,romance",6.3,41608,2010-09-22,15000000,3247816,34247816
tt1183923,welcome to the rileys,1970,110,drama,7.0,22210,2010-10-29,10000000,152857,355919
tt1188996,my name is khan,1970,165,drama,8.0,90988,2010-02-12,8470000,4046336,42355526
tt1189340,the lincoln lawyer,1970,118,"crime,drama,thriller",7.3,196109,2011-03-18,40000000,58009200,87145086
tt1192628,rango,1970,107,"adventure,animation,comedy",7.2,215761,2011-03-04,135000000,123477607,245724600
tt1193631,step up 3d,1970,107,"drama,music,romance",6.2,53081,2010-08-06,30000000,42400223,165889117
tt1194173,the bourne legacy,1970,135,"action,adventure,thriller",6.7,268678,2012-08-10,125000000,113203870,280355920
tt1194417,casino jack,1970,108,"biography,comedy,crime",6.2,16191,2010-12-17,12500000,2039869,2272186
tt1195478,the five-year engagement,1970,124,"comedy,romance",6.2,88469,2012-04-27,30000000,28700285,61623819
tt1196141,diary of a wimpy kid,1970,94,"comedy,drama,family",6.2,38640,2010-03-19,15000000,64003625,76954311
tt1198101,kites,1970,123,"action,drama,romance",6.1,11353,2010-05-21,9200000,1685269,17155193
tt1204342,the muppets,1970,103,"adventure,comedy,family",7.1,82752,2011-11-23,45000000,88625922,160971922
tt1204975,last vegas,1970,105,"comedy,drama",6.6,121409,2013-01-28,28000000,63914167,112914167
tt1204977,ouija,1970,89,"horror,mystery,thriller",4.5,44054,2014-10-24,5000000,50856010,103300632
tt1205537,jack ryan: shadow recruit,1970,105,"action,drama,thriller",6.2,114913,2014-01-17,60000000,50577412,131377412
tt1206543,out of the furnace,1970,116,"crime,drama,thriller",6.8,99037,2013-12-04,22000000,11330849,15434375
tt1210166,moneyball,1970,133,"biography,drama,sport",7.6,326657,2011-09-23,50000000,75605492,111300835
tt1210819,the lone ranger,1970,150,"action,adventure,western",6.4,208827,2013-07-02,275000000,89302115,260002115
tt1211837,doctor strange,1970,115,"action,adventure,fantasy",7.5,514510,2016-11-04,165000000,232641920,676404566
tt1211890,middle of nowhere,1970,97,drama,6.4,1406,2012-10-12,200000,236806,236806
tt1211956,escape plan,1970,115,"action,crime,mystery",6.7,211587,2013-10-18,70000000,25135965,103735965
tt1212419,hereafter,1970,129,"drama,fantasy,romance",6.5,87288,2010-10-15,50000000,32746941,108660270
tt1212428,the lost city of z,1970,141,"adventure,biography,drama",6.6,66475,2017-04-14,30000000,8574339,17121823
tt1212436,the back-up plan,1970,104,"comedy,romance",5.4,46128,2010-04-23,35000000,37490007,75281179
tt1213663,the world's end,1970,109,"action,comedy,sci-fi",7.0,235308,2013-08-23,20000000,26004851,47508505
tt1216475,cars 2,1970,106,"adventure,animation,comedy",6.2,138914,2011-06-24,200000000,191450875,560155383
tt1216491,kill the messenger,1970,112,"biography,crime,drama",7.0,41231,2014-10-10,5000000,2450846,6656705
tt1216492,leap year,1970,100,"comedy,romance",6.5,86125,2010-01-08,19000000,25918920,32618920
tt1217209,brave,1970,93,"adventure,animation,comedy",7.1,338728,2012-06-22,185000000,237282182,554606532
tt1219289,limitless,1970,105,"mystery,sci-fi,thriller",7.4,492490,2011-03-18,27000000,79249455,155564919
tt1219342,legend of the guardians: the owls of ga'hoole,1970,97,"action,adventure,animation",7.0,73790,2010-09-24,100000000,55675313,139716717
tt1219827,ghost in the shell,1970,107,"action,drama,sci-fi",6.4,176499,2017-03-31,110000000,40563557,167910690
tt1220634,resident evil: afterlife,1970,96,"action,adventure,horror",5.9,153270,2010-09-10,57500000,60128566,295874190
tt1222817,zookeeper,1970,102,"comedy,family,romance",5.2,52396,2011-07-08,80000000,80360866,170805525
tt1224378,viy,1970,127,"adventure,fantasy,mystery",5.3,4365,2015-06-30,26000000,0,34246770
tt1226229,get him to the greek,1970,109,"adventure,comedy,music",6.4,161653,2010-06-04,40000000,61153526,91455875
tt1226273,edge of darkness,1970,117,"crime,drama,mystery",6.6,84753,2010-01-29,60000000,43313890,82812456
tt1228705,iron man 2,1970,124,"action,adventure,sci-fi",7.0,657690,2010-05-07,170000000,312433331,621156389
tt1228987,let me in,1970,116,"drama,fantasy,horror",7.1,107012,2010-10-01,20000000,12134935,28270399
tt1229340,anchorman 2: the legend continues,1970,119,comedy,6.3,156116,2013-12-18,50000000,127352707,172185754
tt1230168,same kind of different as me,1970,119,"biography,drama",6.5,4319,2017-10-20,6500000,6423605,6423605
tt1231583,due date,1970,95,"adventure,comedy",6.5,303523,2010-11-05,65000000,100539043,211739043
tt1231587,hot tub time machine,1970,101,"comedy,sci-fi",6.4,153962,2010-03-26,36000000,50269859,65967750
tt1232200,that's my boy,1970,116,comedy,5.6,83009,2012-06-15,57500000,36931089,58085235
tt1232829,21 jump street,1970,109,"action,comedy,crime",7.2,477771,2012-03-16,42000000,138447667,202812429
tt1233192,brighton rock,1970,111,"crime,drama,thriller",5.7,5784,2011-08-26,11000000,229653,229653
tt1233301,ironclad,1970,121,"action,adventure,drama",6.2,38477,2011-07-08,25000000,0,5297411
tt1234719,red dawn,1970,93,"action,sci-fi,thriller",5.4,69599,2012-11-21,65000000,44806783,48164150
tt1235170,the future,1970,91,"drama,fantasy,romance",6.2,7648,2011-07-29,1000000,568662,1239174
tt1235189,wild target,1970,98,"action,comedy,crime",6.8,33915,2010-10-29,8000000,109338,5314194
tt1235522,broken city,1970,109,"crime,drama,thriller",6.2,71704,2013-01-18,35000000,19701164,34480045
tt1240982,your highness,1970,102,"adventure,comedy,fantasy",5.5,92940,2011-04-08,50000000,21596445,26121638
tt1242432,i spit on your grave,1970,108,"horror,thriller",6.3,68592,2010-10-08,1750000,93051,1278471
tt1242460,we need to talk about kevin,1970,112,"drama,mystery,thriller",7.5,123619,2012-01-13,7000000,1738692,10765283
tt1243957,the tourist,1970,103,"action,adventure,thriller",6.0,206714,2010-12-10,100000000,67631157,278731369
tt1243974,aloha,1970,105,"comedy,drama,romance",5.4,54646,2015-05-29,37000000,21052030,25387091
tt1244659,extraordinary measures,1970,106,drama,6.5,15673,2010-01-22,31000000,12482741,15826984
tt1245492,this is the end,1970,107,"comedy,fantasy",6.6,360556,2013-06-12,32000000,101470202,126539117
tt1247667,high school,1970,99,comedy,5.8,7060,2012-06-01,10000000,139034,248133
tt1250777,kick-ass,1970,117,"action,comedy",7.6,497363,2010-04-16,28000000,48071303,97531134
tt1251743,salvation boulevard,1970,96,"action,comedy,drama",5.3,4220,2011-07-15,5500000,28468,28468
tt1253863,300: rise of an empire,1970,102,"action,fantasy,war",6.2,262978,2014-03-07,110000000,106580051,330780051
tt1253864,immortals,1970,110,"action,drama,fantasy",6.0,152992,2011-11-11,75000000,83504017,211562435
tt1255919,holmes & watson,1970,90,"adventure,comedy,crime",3.8,17661,2018-12-25,42000000,30568743,41926605
tt1255953,incendies,1970,131,"drama,mystery,war",8.3,124156,2010-09-17,6800000,6857096,16038343
tt1258972,the man with the iron fists,1970,95,action,5.4,58185,2012-11-02,15000000,15634090,22018988
tt1259521,the cabin in the woods,1970,95,horror,7.0,338445,2012-04-13,30000000,42073277,70689968
tt1259528,den of thieves,1970,140,"action,crime,drama",7.0,69648,2018-01-19,30000000,44947622,80131391
tt1261945,sex and the city 2,1970,146,"comedy,drama,romance",4.4,69199,2010-05-27,95000000,95347692,294680778
tt1262416,scream 4,1970,111,"horror,mystery",6.2,118779,2011-04-15,40000000,38180928,95989590
tt1265990,the roommate,1970,91,"drama,thriller",4.9,33062,2011-02-04,16000000,37300107,52545707
tt1268799,a very harold & kumar 3d christmas,1970,90,"adventure,comedy",6.3,62151,2011-11-04,20000000,35061031,36265745
tt1270262,the devil's double,1970,109,"biography,drama,thriller",7.1,58342,2011-07-29,19100000,1361512,5965646
