,name,studio,domestic_gross_x,foreign_gross,year,movie_id,original_title_x,start_year,runtime_minutes,genres,Unnamed: 0,genre_ids,id_x,original_language,original_title_y,popularity,release_date_x,vote_average,vote_count,id_y,release_date_y,production_budget,domestic_gross_y,worldwide_gross
1060,Wolves,KE,12100.0,,2014,tt1403241,Wolves,2014,91.0,"Action,Fantasy,Horror",18121,[18],345909,en,Wolves,4.27,2016-10-25,5.8,22,51,"Nov 14, 2014","$18,000,000",$0,"$94,953"
1061,Wolves,KE,12100.0,,2014,tt1403241,Wolves,2014,91.0,"Action,Fantasy,Horror",21404,[18],345909,en,Wolves,4.27,2016-10-25,5.8,22,51,"Nov 14, 2014","$18,000,000",$0,"$94,953"
1062,Wolves,KE,12100.0,,2014,tt4623856,Wolves,2016,109.0,"Drama,Sport",11254,"[27, 28]",290555,en,Wolves,8.627,2014-11-14,5.8,151,51,"Nov 14, 2014","$18,000,000",$0,"$94,953"
1063,Wolves,KE,12100.0,,2014,tt4623856,Wolves,2016,109.0,"Drama,Sport",18121,[18],345909,en,Wolves,4.27,2016-10-25,5.8,22,51,"Nov 14, 2014","$18,000,000",$0,"$94,953"
1064,Wolves,KE,12100.0,,2014,tt4623856,Wolves,2016,109.0,"Drama,Sport",21404,[18],345909,en,Wolves,4.27,2016-10-25,5.8,22,51,"Nov 14, 2014","$18,000,000",$0,"$94,953"
1065,Falcon Rising,Free,11800.0,,2014,tt2295722,Falcon Rising,2014,103.0,"Action,Adventure",11177,"[12, 28]",270938,en,Falcon Rising,10.059,2014-09-05,5.8,126,54,"Sep 4, 2014","$4,500,000","$11,774","$11,774"
1066,Anna,VE,4300.0,,2014,tt1715336,Anna,2013,99.0,"Drama,Mystery,Sci-Fi",22132,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
1067,Anna,VE,4300.0,,2014,tt1951077,Anna,2011,80.0,"Biography,Documentary",22132,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
1068,Anna,VE,4300.0,,2014,tt3673036,Anna,2015,96.0,Drama,22132,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
1069,Anna,VE,4300.0,,2014,tt3872918,Anna,2015,109.0,"Crime,Drama,Thriller",22132,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
1070,Anna,VE,4300.0,,2014,tt4898888,Per amor vostro,2015,110.0,Drama,22132,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
1071,Anna,VE,4300.0,,2014,tt6118134,Anna,2016,142.0,Biography,22132,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
1072,Anna,VE,4300.0,,2014,tt6427854,Anna,2017,97.0,Horror,22132,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
1073,Anna,VE,4300.0,,2014,tt7456310,Anna,2019,,"Action,Thriller",22132,[27],481866,en,Anna,1.463,2017-10-17,3.1,8,64,"Jun 6, 2014","$4,357,373",$0,"$1,200,000"
1074,Jurassic World,Uni.,652300000.0,"1,019.4",2015,tt0369610,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",14193,"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,2015-06-12,6.6,14056,34,"Jun 12, 2015","$215,000,000","$652,270,625","$1,648,854,864"
1075,Furious 7,Uni.,353000000.0,"1,163.0",2015,tt2820852,Furious Seven,2015,137.0,"Action,Crime,Thriller",14196,"[28, 80, 53]",168259,en,Furious 7,20.396,2015-04-03,7.3,6538,67,"Apr 3, 2015","$190,000,000","$353,007,020","$1,518,722,794"
1076,Avengers: Age of Ultron,BV,459000000.0,946400000,2015,tt2395427,Avengers: Age of Ultron,2015,141.0,"Action,Adventure,Sci-Fi",14169,"[28, 12, 878]",99861,en,Avengers: Age of Ultron,44.383,2015-05-01,7.3,13457,4,"May 1, 2015","$330,600,000","$459,005,868","$1,403,013,963"
1077,Minions,Uni.,336000000.0,823400000,2015,tt2293640,Minions,2015,91.0,"Adventure,Animation,Comedy",14351,"[10751, 16, 12, 35]",211672,en,Minions,9.338,2015-07-10,6.4,7343,73,"Jul 10, 2015","$74,000,000","$336,045,770","$1,160,336,173"
1078,Spectre,Sony,200100000.0,680600000,2015,tt2379713,Spectre,2015,148.0,"Action,Adventure,Thriller",14175,"[28, 12, 80]",206647,en,Spectre,30.318,2015-11-06,6.4,6719,10,"Nov 6, 2015","$300,000,000","$200,074,175","$879,620,923"
1079,Spectre,Sony,200100000.0,680600000,2015,tt2379713,Spectre,2015,148.0,"Action,Adventure,Thriller",17386,"[28, 12, 80]",206647,en,Spectre,30.318,2015-11-06,6.4,6719,10,"Nov 6, 2015","$300,000,000","$200,074,175","$879,620,923"
1080,Inside Out,BV,356500000.0,501100000,2015,tt1640486,Inside Out,2011,93.0,"Crime,Drama",3016,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1081,Inside Out,BV,356500000.0,501100000,2015,tt1640486,Inside Out,2011,93.0,"Crime,Drama",14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1082,Inside Out,BV,356500000.0,501100000,2015,tt1865538,"Ti mesa, ti exo...",2011,74.0,Documentary,3016,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1083,Inside Out,BV,356500000.0,501100000,2015,tt1865538,"Ti mesa, ti exo...",2011,74.0,Documentary,14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1084,Inside Out,BV,356500000.0,501100000,2015,tt2064820,Inside Out,2011,,Drama,3016,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1085,Inside Out,BV,356500000.0,501100000,2015,tt2064820,Inside Out,2011,,Drama,14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1086,Inside Out,BV,356500000.0,501100000,2015,tt2071483,Inside Out,2011,59.0,Family,3016,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1087,Inside Out,BV,356500000.0,501100000,2015,tt2071483,Inside Out,2011,59.0,Family,14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1088,Inside Out,BV,356500000.0,501100000,2015,tt2096673,Inside Out,2015,95.0,"Adventure,Animation,Comedy",3016,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1089,Inside Out,BV,356500000.0,501100000,2015,tt2096673,Inside Out,2015,95.0,"Adventure,Animation,Comedy",14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1090,Inside Out,BV,356500000.0,501100000,2015,tt2608638,Inside Out,2013,75.0,"Biography,Documentary,History",3016,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1091,Inside Out,BV,356500000.0,501100000,2015,tt2608638,Inside Out,2013,75.0,"Biography,Documentary,History",14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1092,Inside Out,BV,356500000.0,501100000,2015,tt6419446,Inside Out,2011,,,3016,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1093,Inside Out,BV,356500000.0,501100000,2015,tt6419446,Inside Out,2011,,,14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1094,Inside Out,BV,356500000.0,501100000,2015,tt8269544,Inside Out,2018,,,3016,"[18, 80]",70877,en,Inside Out,4.758,2011-09-27,4.4,18,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1095,Inside Out,BV,356500000.0,501100000,2015,tt8269544,Inside Out,2018,,,14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,2015-06-19,8.0,12691,98,"Jun 19, 2015","$175,000,000","$356,461,711","$854,235,992"
1096,The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000,2015,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi",14202,"[28, 12, 878]",131634,en,The Hunger Games: Mockingjay - Part 2,19.487,2015-11-18,6.8,7609,39,"Nov 20, 2015","$160,000,000","$281,723,902","$648,986,787"
1097,The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000,2015,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi",17410,"[28, 12, 878]",131634,en,The Hunger Games: Mockingjay - Part 2,19.487,2015-11-18,6.8,7609,39,"Nov 20, 2015","$160,000,000","$281,723,902","$648,986,787"
1098,The Martian,Fox,228400000.0,401700000,2015,tt3659388,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi",14188,"[18, 12, 878]",286217,en,The Martian,22.856,2015-10-02,7.7,12172,46,"Oct 2, 2015","$108,000,000","$228,433,663","$655,271,443"
1099,The Martian,Fox,228400000.0,401700000,2015,tt3659388,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi",17397,"[18, 12, 878]",286217,en,The Martian,22.856,2015-10-02,7.7,12172,46,"Oct 2, 2015","$108,000,000","$228,433,663","$655,271,443"
1100,Fifty Shades of Grey,Uni.,166200000.0,404800000,2015,tt2322441,Fifty Shades of Grey,2015,125.0,"Drama,Romance,Thriller",14191,"[18, 10749, 53]",216015,en,Fifty Shades of Grey,21.229,2015-02-13,5.4,6451,78,"Feb 13, 2015","$40,000,000","$166,167,230","$570,998,101"
1101,The Revenant,Fox,183600000.0,349300000,2015,tt1663202,The Revenant,2015,156.0,"Action,Adventure,Biography",14203,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,7.4,11064,27,"Dec 25, 2015","$135,000,000","$183,637,894","$532,938,302"
1102,The Revenant,Fox,183600000.0,349300000,2015,tt1663202,The Revenant,2015,156.0,"Action,Adventure,Biography",17411,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,7.4,11064,27,"Dec 25, 2015","$135,000,000","$183,637,894","$532,938,302"
1103,The Revenant,Fox,183600000.0,349300000,2015,tt3300078,The Revenant,2012,80.0,Horror,14203,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,7.4,11064,27,"Dec 25, 2015","$135,000,000","$183,637,894","$532,938,302"
1104,The Revenant,Fox,183600000.0,349300000,2015,tt3300078,The Revenant,2012,80.0,Horror,17411,"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,7.4,11064,27,"Dec 25, 2015","$135,000,000","$183,637,894","$532,938,302"
1105,Ant-Man,BV,180200000.0,339100000,2015,tt0478970,Ant-Man,2015,117.0,"Action,Adventure,Comedy",14171,"[878, 28, 12]",102899,en,Ant-Man,32.715,2015-07-17,7.1,11949,43,"Jul 17, 2015","$130,000,000","$180,202,163","$518,858,449"
1106,Hotel Transylvania 2,Sony,169700000.0,305100000,2015,tt2510894,Hotel Transylvania 2,2015,89.0,"Animation,Comedy,Family",14223,"[16, 35, 10751, 14]",159824,en,Hotel Transylvania 2,16.553,2015-09-25,6.7,3184,42,"Sep 25, 2015","$80,000,000","$169,700,110","$469,500,298"
1107,San Andreas,WB (NL),155200000.0,318800000,2015,tt2126355,San Andreas,2015,114.0,"Action,Adventure,Drama",14179,"[28, 18, 53]",254128,en,San Andreas,27.414,2015-05-29,6.1,5125,19,"May 29, 2015","$110,000,000","$155,190,832","$456,258,539"
1108,Kingsman: The Secret Service,Fox,128300000.0,286100000,2015,tt2802144,Kingsman: The Secret Service,2014,129.0,"Action,Adventure,Comedy",11037,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,7.6,10287,29,"Feb 13, 2015","$94,000,000","$128,261,724","$404,561,724"
1109,Kingsman: The Secret Service,Fox,128300000.0,286100000,2015,tt2802144,Kingsman: The Secret Service,2014,129.0,"Action,Adventure,Comedy",14181,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,7.6,10287,29,"Feb 13, 2015","$94,000,000","$128,261,724","$404,561,724"
1110,Mad Max: Fury Road,WB,153600000.0,224800000,2015,tt1392190,Mad Max: Fury Road,2015,120.0,"Action,Adventure,Sci-Fi",14177,"[28, 12, 878]",76341,en,Mad Max: Fury Road,28.099,2015-05-15,7.4,14454,75,"May 15, 2015","$150,000,000","$153,636,354","$370,098,020"
1111,The Good Dinosaur,BV,123100000.0,209100000,2015,tt1979388,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",14215,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,2015-11-25,6.7,3135,73,"Nov 25, 2015","$187,500,000","$123,087,120","$333,771,037"
1112,The Good Dinosaur,BV,123100000.0,209100000,2015,tt1979388,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",17424,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,2015-11-25,6.7,3135,73,"Nov 25, 2015","$187,500,000","$123,087,120","$333,771,037"
1113,Taken 3,Fox,89300000.0,237200000,2015,tt2446042,Taken 3,2014,108.0,"Action,Thriller",14178,"[53, 28]",260346,en,Taken 3,27.679,2015-01-09,6.1,3406,18,"Jan 9, 2015","$48,000,000","$89,256,424","$327,656,424"
1114,The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000,2015,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,92.0,"Adventure,Animation,Comedy",14250,"[12, 35, 10751, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,13.815,2015-02-06,5.7,1165,74,"Feb 6, 2015","$74,000,000","$162,994,032","$311,013,181"
1115,Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015,tt4046784,Maze Runner: The Scorch Trials,2015,131.0,"Action,Sci-Fi,Thriller",14218,"[28, 878, 53]",294254,en,Maze Runner: The Scorch Trials,17.31,2015-09-18,6.6,6365,38,"Sep 18, 2015","$61,000,000","$81,697,192","$310,566,162"
1116,Pitch Perfect 2,Uni.,184300000.0,103200000,2015,tt2848292,Pitch Perfect 2,2015,115.0,"Comedy,Music",14210,"[35, 10402]",254470,en,Pitch Perfect 2,18.469,2015-05-15,6.8,3599,14,"May 15, 2015","$29,000,000","$184,296,230","$287,625,468"
1117,Paddington,W/Dim.,76300000.0,191800000,2015,tt1109624,Paddington,2014,95.0,"Adventure,Comedy,Family",14253,"[35, 12, 10751]",116149,en,Paddington,13.565,2015-01-16,7.0,1904,5,"Jan 16, 2015","$55,000,000","$76,223,578","$258,789,097"
1118,The Peanuts Movie,Fox,130199999.0,116100000,2015,tt2452042,The Peanuts Movie,2015,88.0,"Adventure,Animation,Comedy",14288,"[12, 35, 16, 10751]",227973,en,The Peanuts Movie,11.344,2015-11-01,6.6,894,7,"Nov 6, 2015","$99,000,000","$130,178,411","$250,091,610"
1119,The Peanuts Movie,Fox,130199999.0,116100000,2015,tt2452042,The Peanuts Movie,2015,88.0,"Adventure,Animation,Comedy",17531,"[12, 35, 16, 10751]",227973,en,The Peanuts Movie,11.344,2015-11-01,6.6,894,7,"Nov 6, 2015","$99,000,000","$130,178,411","$250,091,610"
1120,Pixels,Sony,78700000.0,166100000,2015,tt1664775,Piksele,2010,100.0,"Action,Comedy",801,[878],136921,en,Pixels,2.172,2010-04-01,7.1,35,59,"Jul 24, 2015","$90,000,000","$78,765,986","$244,041,804"
1121,Pixels,Sony,78700000.0,166100000,2015,tt1664775,Piksele,2010,100.0,"Action,Comedy",14187,"[28, 35, 878]",257344,en,Pixels,23.029,2015-07-24,5.6,4423,59,"Jul 24, 2015","$90,000,000","$78,765,986","$244,041,804"
1122,Pixels,Sony,78700000.0,166100000,2015,tt2120120,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",801,[878],136921,en,Pixels,2.172,2010-04-01,7.1,35,59,"Jul 24, 2015","$90,000,000","$78,765,986","$244,041,804"
1123,Pixels,Sony,78700000.0,166100000,2015,tt2120120,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",14187,"[28, 35, 878]",257344,en,Pixels,23.029,2015-07-24,5.6,4423,59,"Jul 24, 2015","$90,000,000","$78,765,986","$244,041,804"
1124,Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000,2015,tt2974918,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy",14235,"[12, 16, 35, 10751]",258509,en,Alvin and the Chipmunks: The Road Chip,14.973,2015-12-18,5.8,852,56,"Dec 18, 2015","$90,000,000","$85,886,987","$249,517,956"
1125,Ted 2,Uni.,81500000.0,135200000,2015,tt2637276,Ted 2,2015,115.0,Comedy,14214,[35],214756,en,Ted 2,17.684,2015-06-26,6.1,4227,55,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
1126,Tomorrowland,BV,93400000.0,115700000,2015,tt1964418,Tomorrowland,2015,130.0,"Action,Adventure,Family",14198,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,6.2,4610,23,"May 22, 2015","$170,000,000","$93,436,322","$206,627,518"
1127,Tomorrowland,BV,93400000.0,115700000,2015,tt7728220,Tomorrowland,2017,70.0,Documentary,14198,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,6.2,4610,23,"May 22, 2015","$170,000,000","$93,436,322","$206,627,518"
1128,Straight Outta Compton,Uni.,161200000.0,40400000,2015,tt1398426,Straight Outta Compton,2015,147.0,"Biography,Drama,History",14281,"[18, 10402]",277216,en,Straight Outta Compton,11.731,2015-08-14,7.7,2048,35,"Aug 14, 2015","$28,000,000","$161,197,785","$202,182,981"
1129,Straight Outta Compton,Uni.,161200000.0,40400000,2015,tt1398426,Straight Outta Compton,2015,147.0,"Biography,Drama,History",17516,"[18, 10402]",277216,en,Straight Outta Compton,11.731,2015-08-14,7.7,2048,35,"Aug 14, 2015","$28,000,000","$161,197,785","$202,182,981"
1130,The Intern,WB,75800000.0,118800000,2015,tt1636456,El pasante,2010,65.0,,14241,[35],257211,en,The Intern,14.377,2015-09-25,7.1,3373,6,"Sep 25, 2015","$40,000,000","$75,764,672","$197,115,710"
1131,The Intern,WB,75800000.0,118800000,2015,tt2361509,The Intern,2015,121.0,"Comedy,Drama",14241,[35],257211,en,The Intern,14.377,2015-09-25,7.1,3373,6,"Sep 25, 2015","$40,000,000","$75,764,672","$197,115,710"
1132,Jupiter Ascending,WB,47400000.0,136600000,2015,tt1617661,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi",14186,"[878, 14, 28, 12]",76757,en,Jupiter Ascending,24.058,2015-02-27,5.3,4401,91,"Feb 6, 2015","$179,000,000","$47,482,519","$181,982,519"
1133,Creed,WB (NL),109800000.0,63800000,2015,tt1632705,Creed,2010,77.0,Horror,14225,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,91,"Nov 25, 2015","$37,000,000","$109,767,581","$173,567,581"
1134,Creed,WB (NL),109800000.0,63800000,2015,tt1632705,Creed,2010,77.0,Horror,17439,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,91,"Nov 25, 2015","$37,000,000","$109,767,581","$173,567,581"
1135,Creed,WB (NL),109800000.0,63800000,2015,tt3076658,Creed,2015,133.0,"Drama,Sport",14225,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,91,"Nov 25, 2015","$37,000,000","$109,767,581","$173,567,581"
1136,Creed,WB (NL),109800000.0,63800000,2015,tt3076658,Creed,2015,133.0,"Drama,Sport",17439,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,91,"Nov 25, 2015","$37,000,000","$109,767,581","$173,567,581"
1137,Creed,WB (NL),109800000.0,63800000,2015,tt4354930,Creed,2016,80.0,"Crime,Drama",14225,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,91,"Nov 25, 2015","$37,000,000","$109,767,581","$173,567,581"
1138,Creed,WB (NL),109800000.0,63800000,2015,tt4354930,Creed,2016,80.0,"Crime,Drama",17439,[18],312221,en,Creed,16.356,2015-11-25,7.3,4010,91,"Nov 25, 2015","$37,000,000","$109,767,581","$173,567,581"
1139,Fantastic Four,Fox,56100000.0,111900000,2015,tt1502712,Fantastic Four,2015,100.0,"Action,Adventure,Drama",14224,"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,4.4,3837,98,"Aug 7, 2015","$120,000,000","$56,117,548","$167,849,187"
1140,Fantastic Four,Fox,56100000.0,111900000,2015,tt1502712,Fantastic Four,2015,100.0,"Action,Adventure,Drama",14224,"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,4.4,3837,85,"Jul 8, 2005","$87,500,000","$154,696,080","$333,132,750"
1141,Bridge of Spies,BV,72300000.0,93200000,2015,tt3682448,Bridge of Spies,2015,142.0,"Drama,History,Thriller",14261,"[53, 18]",296098,en,Bridge of Spies,12.836,2015-10-16,7.2,4313,10,"Oct 16, 2015","$40,000,000","$72,313,754","$162,498,338"
1142,Bridge of Spies,BV,72300000.0,93200000,2015,tt3682448,Bridge of Spies,2015,142.0,"Drama,History,Thriller",17488,"[53, 18]",296098,en,Bridge of Spies,12.836,2015-10-16,7.2,4313,10,"Oct 16, 2015","$40,000,000","$72,313,754","$162,498,338"
1143,The Hateful Eight,Wein.,54100000.0,101600000,2015,tt3460252,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery",14194,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,2015-12-25,7.7,8065,33,"Dec 25, 2015","$62,000,000","$54,117,416","$147,864,886"
1144,The Hateful Eight,Wein.,54100000.0,101600000,2015,tt3460252,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery",17403,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,2015-12-25,7.7,8065,33,"Dec 25, 2015","$62,000,000","$54,117,416","$147,864,886"
1145,Goosebumps,Sony,80100000.0,70100000,2015,tt1051904,Goosebumps,2015,103.0,"Adventure,Comedy,Family",14206,"[12, 27, 35]",257445,en,Goosebumps,18.957,2015-10-16,6.2,2147,58,"Oct 16, 2015","$58,000,000","$80,069,458","$158,905,324"
1146,Goosebumps,Sony,80100000.0,70100000,2015,tt1051904,Goosebumps,2015,103.0,"Adventure,Comedy,Family",17416,"[12, 27, 35]",257445,en,Goosebumps,18.957,2015-10-16,6.2,2147,58,"Oct 16, 2015","$58,000,000","$80,069,458","$158,905,324"
1147,The Last Witch Hunter,LG/S,27400000.0,119600000,2015,tt1618442,The Last Witch Hunter,2015,106.0,"Action,Adventure,Fantasy",14221,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,2015-10-23,5.8,2193,96,"Oct 23, 2015","$80,000,000","$27,367,660","$130,818,912"
1148,The Last Witch Hunter,LG/S,27400000.0,119600000,2015,tt1618442,The Last Witch Hunter,2015,106.0,"Action,Adventure,Fantasy",17433,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,2015-10-23,5.8,2193,96,"Oct 23, 2015","$80,000,000","$27,367,660","$130,818,912"
1149,Trainwreck,Uni.,110200000.0,30600000,2015,tt3152624,Trainwreck,2015,125.0,"Comedy,Drama,Romance",14211,"[35, 10749]",271718,en,Trainwreck,18.423,2015-07-17,5.8,1731,36,"Jul 17, 2015","$35,000,000","$110,212,700","$141,123,897"
1150,The Big Short,Par.,70300000.0,63200000,2015,tt1596363,The Big Short,2015,130.0,"Biography,Comedy,Drama",14244,"[35, 18]",318846,en,The Big Short,14.327,2015-12-11,7.3,4657,42,"Dec 11, 2015","$28,000,000","$70,259,870","$133,162,752"
1151,Pan,WB,35100000.0,93300000,2015,tt3332064,Pan,2015,111.0,"Adventure,Comedy,Family",14259,"[12, 10751, 14]",266647,en,Pan,13.054,2015-10-09,5.9,1701,93,"Oct 9, 2015","$150,000,000","$35,088,320","$151,525,973"
1152,Magic Mike XXL,WB,66000000.0,56500000,2015,tt2268016,Magic Mike XXL,2015,115.0,"Comedy,Drama,Music",14394,"[35, 18]",264999,en,Magic Mike XXL,8.681,2015-07-01,6.2,1110,66,"Jul 1, 2015","$14,500,000","$66,013,057","$123,660,597"
1153,Seventh Son,Uni.,17200000.0,97000000,2015,tt1121096,Seventh Son,2014,102.0,"Action,Adventure,Fantasy",14189,"[12, 14]",68737,en,Seventh Son,22.856,2015-02-06,5.3,1549,24,"Feb 6, 2015","$95,000,000","$17,725,785","$108,874,967"
1154,Get Hard,WB,90400000.0,21400000,2015,tt2561572,Get Hard,2015,100.0,"Comedy,Crime",14274,[35],257091,en,Get Hard,12.129,2015-03-27,6.0,1469,97,"Mar 27, 2015","$40,000,000","$90,411,453","$106,511,453"
1155,Get Hard,WB,90400000.0,21400000,2015,tt8672656,Get Hard,2018,90.0,Comedy,14274,[35],257091,en,Get Hard,12.129,2015-03-27,6.0,1469,97,"Mar 27, 2015","$40,000,000","$90,411,453","$106,511,453"
1156,Paul Blart: Mall Cop 2,Sony,71000000.0,36600000,2015,tt3450650,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",14229,"[28, 35, 10751]",256961,en,Paul Blart: Mall Cop 2,15.941,2015-04-17,5.0,900,60,"Apr 17, 2015","$38,000,000","$71,091,594","$107,650,646"
1157,Sisters,Uni.,87000000.0,18000000,2015,tt1850457,Sisters,2015,118.0,Comedy,14294,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,57,"Dec 18, 2015","$30,000,000","$87,044,645","$106,030,660"
1158,Sisters,Uni.,87000000.0,18000000,2015,tt2612800,Schwestern,2013,84.0,Drama,14294,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,57,"Dec 18, 2015","$30,000,000","$87,044,645","$106,030,660"
1159,Sisters,Uni.,87000000.0,18000000,2015,tt4793074,Sisters,2015,53.0,"Biography,Documentary,Music",14294,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,57,"Dec 18, 2015","$30,000,000","$87,044,645","$106,030,660"
1160,Sisters,Uni.,87000000.0,18000000,2015,tt5870006,Sisters,2016,102.0,Drama,14294,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,57,"Dec 18, 2015","$30,000,000","$87,044,645","$106,030,660"
1161,Sisters,Uni.,87000000.0,18000000,2015,tt7326798,Sisters,2018,,Comedy,14294,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,57,"Dec 18, 2015","$30,000,000","$87,044,645","$106,030,660"
1162,Sisters,Uni.,87000000.0,18000000,2015,tt9048972,Sisters,2018,72.0,"Biography,Comedy,Documentary",14294,[35],266294,en,Sisters,10.993,2015-12-18,5.9,922,57,"Dec 18, 2015","$30,000,000","$87,044,645","$106,030,660"
