movie_id,primary_title,original_title_x,start_year,runtime_minutes,genres,averagerating,numvotes,genre_ids,id_x,original_language,original_title_y,popularity,release_date_x,title,vote_average,vote_count,id_y,release_date_y,movie,production_budget,domestic_gross_x,worldwide_gross,studio,domestic_gross_y,foreign_gross,year
tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",5.9,53649,"[27, 53]",77883,en,The Possession,8.978,2012-08-31,The Possession,5.9,918,81,"Aug 31, 2012",The Possession,"$14,000,000","$49,130,588","$82,925,064",LGF,49100000.0,36300000,2012
tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534,"[28, 878, 18]",39254,en,Real Steel,14.811,2011-10-06,Real Steel,6.8,4566,31,"Oct 7, 2011",Real Steel,"$110,000,000","$85,463,309","$263,880,341",BV,85500000.0,213800000,2011
tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",6.5,104999,"[18, 878]",227156,en,The Giver,8.687000000000001,2014-08-11,The Giver,6.5,3075,2,"Aug 15, 2014",The Giver,"$25,000,000","$45,090,374","$66,540,205",Wein.,45100000.0,21900000,2014
tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218,"[16, 10751, 35]",10193,en,Toy Story 3,24.445,2010-06-17,Toy Story 3,7.7,8340,47,"Jun 18, 2010",Toy Story 3,"$200,000,000","$415,004,880","$1,068,879,522",BV,415000000.0,652000000,2010
tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",7.4,228701,"[36, 18]",72976,en,Lincoln,12.693,2012-11-16,Lincoln,6.8,2261,73,"Nov 9, 2012",Lincoln,"$65,000,000","$182,207,973","$273,346,281",BV,182200000.0,93100000,2012
tt0443465,Before We Go,Before We Go,2014,95.0,"Comedy,Drama,Romance",6.8,45181,"[18, 10749, 35]",283350,en,Before We Go,8.232999999999999,2015-05-21,Before We Go,6.5,985,52,"Sep 4, 2015",Before We Go,"$3,000,000","$37,151","$483,938",RTWC,37200.0,,2015
tt4453750,Before We Go,Before We Go,2014,84.0,"Documentary,Drama,News",7.0,22,"[18, 10749, 35]",283350,en,Before We Go,8.232999999999999,2015-05-21,Before We Go,6.5,985,52,"Sep 4, 2015",Before We Go,"$3,000,000","$37,151","$483,938",RTWC,37200.0,,2015
tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",6.6,133355,"[28, 12, 16, 10751, 14, 35]",417859,en,Puss in Boots,9.078,2011-10-28,Puss in Boots,6.3,1422,46,"Oct 28, 2011",Puss in Boots,"$130,000,000","$149,260,504","$554,987,477",P/DW,149300000.0,405700000,2011
tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,Wonder Woman,5.9,34,55,"Jun 2, 2017",Wonder Woman,"$150,000,000","$412,563,408","$821,133,378",WB,412600000.0,409300000,2017
tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618000000000002,2017-06-02,Wonder Woman,7.3,12566,55,"Jun 2, 2017",Wonder Woman,"$150,000,000","$412,563,408","$821,133,378",WB,412600000.0,409300000,2017
tt4028068,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,4.2,20,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,Wonder Woman,5.9,34,55,"Jun 2, 2017",Wonder Woman,"$150,000,000","$412,563,408","$821,133,378",WB,412600000.0,409300000,2017
tt4028068,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,4.2,20,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618000000000002,2017-06-02,Wonder Woman,7.3,12566,55,"Jun 2, 2017",Wonder Woman,"$150,000,000","$412,563,408","$821,133,378",WB,412600000.0,409300000,2017
tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"Documentary,Drama,Sport",6.9,13,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,Wonder Woman,5.9,34,55,"Jun 2, 2017",Wonder Woman,"$150,000,000","$412,563,408","$821,133,378",WB,412600000.0,409300000,2017
tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"Documentary,Drama,Sport",6.9,13,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618000000000002,2017-06-02,Wonder Woman,7.3,12566,55,"Jun 2, 2017",Wonder Woman,"$150,000,000","$412,563,408","$821,133,378",WB,412600000.0,409300000,2017
tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836,"[12, 18, 28]",87827,en,Life of Pi,15.0,2012-11-21,Life of Pi,7.3,8723,88,"Nov 21, 2012",Life of Pi,"$120,000,000","$124,987,022","$620,912,003",Fox,125000000.0,484000000,2012
tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",6.5,104465,"[9648, 27, 28]",29427,en,The Crazies,12.245999999999999,2010-02-26,The Crazies,6.2,1036,36,"Feb 26, 2010",The Crazies,"$19,000,000","$39,123,589","$56,445,534",Over.,39100000.0,15700000,2010
tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",7.2,302302,"[53, 28, 80]",156022,en,The Equalizer,28.941999999999997,2014-09-26,The Equalizer,7.2,4989,96,"Sep 26, 2014",The Equalizer,"$55,000,000","$101,530,738","$192,903,624",Sony,101500000.0,90800000,2014
tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137,"[28, 12, 878]",1771,en,Captain America: The First Avenger,25.808000000000003,2011-07-22,Captain America: The First Avenger,6.9,12810,10,"Jul 22, 2011",Captain America: The First Avenger,"$140,000,000","$176,654,505","$370,569,776",Par.,176700000.0,193900000,2011
tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327,"[35, 27]",43593,en,Piranha 3D,11.302,2010-08-20,Piranha 3D,5.3,1029,52,"Aug 20, 2010",Piranha 3D,"$24,000,000","$25,003,155","$83,660,160",W/Dim.,25000000.0,58200000,2010
tt0466893,Margaret,Margaret,2011,150.0,Drama,6.5,14708,[18],44754,en,Margaret,8.747,2011-09-30,Margaret,6.3,138,27,"Sep 30, 2011",Margaret,"$14,000,000","$47,185","$623,292",FoxS,46500.0,,2011
tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",7.7,424542,"[18, 878]",264660,en,Ex Machina,18.485,2015-04-10,Ex Machina,7.6,8026,72,"Apr 10, 2015",Ex Machina,"$13,000,000","$25,440,971","$38,358,392",A24,25400000.0,11400000,2015
tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",6.2,125102,"[28, 35]",59108,en,Tower Heist,12.213,2011-11-04,Tower Heist,6.0,1592,5,"Nov 4, 2011",Tower Heist,"$85,000,000","$78,046,570","$150,422,946",Uni.,78000000.0,74900000,2011
tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577,"[16, 10751, 12, 35, 14]",41513,en,The Smurfs,16.533,2011-07-29,The Smurfs,5.6,2112,20,"Jul 29, 2011",The Smurfs,"$110,000,000","$142,614,158","$563,749,323",Sony,142600000.0,421100000,2011
tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254,"[28, 53, 80]",27582,en,The Mechanic,14.387,2011-01-28,The Mechanic,6.3,1676,42,"Jan 28, 2011",The Mechanic,"$42,500,000","$29,121,498","$76,347,393",CBS,29100000.0,47000000,2011
tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",6.3,111422,"[35, 18, 9648]",270487,en,"Hail, Caesar!",12.312000000000001,2016-02-05,"Hail, Caesar!",5.9,2328,22,"Feb 5, 2016","Hail, Caesar!","$22,000,000","$30,080,225","$64,160,680",Uni.,30500000.0,33100000,2016
tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913,19,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921",Fox,81600000.0,86200000,2010
tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019,[99],217664,en,Unstoppable,0.6,2013-09-24,Unstoppable,1.6,4,19,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921",Fox,81600000.0,86200000,2010
tt3070502,Unstoppable,Unstoppable,2013,65.0,Documentary,4.3,551,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913,19,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921",Fox,81600000.0,86200000,2010
tt3070502,Unstoppable,Unstoppable,2013,65.0,Documentary,4.3,551,[99],217664,en,Unstoppable,0.6,2013-09-24,Unstoppable,1.6,4,19,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921",Fox,81600000.0,86200000,2010
tt9225192,Unstoppable,Seongnan hwangso,2018,116.0,"Action,Crime",6.5,576,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913,19,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921",Fox,81600000.0,86200000,2010
tt9225192,Unstoppable,Seongnan hwangso,2018,116.0,"Action,Crime",6.5,576,[99],217664,en,Unstoppable,0.6,2013-09-24,Unstoppable,1.6,4,19,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921",Fox,81600000.0,86200000,2010
tt9906218,Unstoppable,Unstoppable,2019,84.0,Documentary,8.1,8,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913,19,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921",Fox,81600000.0,86200000,2010
tt9906218,Unstoppable,Unstoppable,2019,84.0,Documentary,8.1,8,[99],217664,en,Unstoppable,0.6,2013-09-24,Unstoppable,1.6,4,19,"Nov 12, 2010",Unstoppable,"$95,000,000","$81,562,942","$165,720,921",Fox,81600000.0,86200000,2010
tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266,"[18, 14]",8967,en,The Tree of Life,11.569,2011-05-27,The Tree of Life,6.6,1730,24,"May 27, 2011",The Tree of Life,"$35,000,000","$13,305,665","$61,721,826",FoxS,13300000.0,41000000,2011
tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",7.3,501213,"[878, 28, 12]",102899,en,Ant-Man,32.715,2015-07-17,Ant-Man,7.1,11949,43,"Jul 17, 2015",Ant-Man,"$130,000,000","$180,202,163","$518,858,449",BV,180200000.0,339100000,2015
tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777,"[12, 14, 28]",23047,en,Season of the Witch,12.535,2011-01-07,Season of the Witch,5.3,1352,89,"Jan 7, 2011",Season of the Witch,"$40,000,000","$24,827,228","$91,126,600",Rela.,24800000.0,66800000,2011
tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",6.4,83876,"[28, 12, 80, 9648, 53]",34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844,44,"Apr 23, 2010",The Losers,"$25,000,000","$23,591,432","$29,863,840",WB,23600000.0,5800000,2010
tt3746918,The Losers,The Losers,2013,112.0,Drama,1.7,70,"[28, 12, 80, 9648, 53]",34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844,44,"Apr 23, 2010",The Losers,"$25,000,000","$23,591,432","$29,863,840",WB,23600000.0,5800000,2010
tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775,"[35, 10749]",48988,en,Hall Pass,9.984,2011-02-25,Hall Pass,5.5,1009,57,"Feb 25, 2011",Hall Pass,"$68,000,000","$45,060,734","$87,173,475",WB (NL),45100000.0,38100000,2011
tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",7.2,176699,"[28, 12, 16, 35, 10751, 14]",49519,en,The Croods,16.29,2013-03-22,The Croods,6.8,3873,26,"Mar 22, 2013",The Croods,"$135,000,000","$187,168,425","$573,068,425",Fox,187200000.0,400000000,2013
tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815,"[18, 28, 12, 36, 10752]",72431,en,Red Tails,10.247,2012-01-11,Red Tails,6.0,256,61,"Jan 20, 2012",Red Tails,"$58,000,000","$49,876,377","$50,365,498",Fox,49900000.0,489000,2012
tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",5.9,54314,"[35, 18, 10749]",49022,en,Something Borrowed,7.567,2011-05-05,Something Borrowed,6.1,591,72,"May 6, 2011",Something Borrowed,"$35,000,000","$39,046,489","$65,084,116",WB,39000000.0,21100000,2011
tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",6.2,15037,"[18, 10749]",257785,en,Tulip Fever,9.89,2017-08-25,Tulip Fever,6.4,307,8,"Sep 1, 2017",Tulip Fever,"$25,000,000","$2,455,635","$6,792,768",Wein.,2500000.0,5900000,2017
tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700,"[35, 10751]",35169,en,Furry Vengeance,9.45,2010-04-02,Furry Vengeance,4.6,283,17,"Apr 30, 2010",Furry Vengeance,"$35,000,000","$17,630,465","$39,340,177",Sum.,17600000.0,18600000,2010
tt0493949,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086,"[35, 10751]",38843,en,Ramona and Beezus,7.442,2010-07-23,Ramona and Beezus,6.3,460,60,"Jul 23, 2010",Ramona and Beezus,"$15,000,000","$26,167,002","$27,469,621",Fox,26200000.0,1100000,2010
tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",4.5,34151,[27],14564,en,Rings,13.53,2017-02-03,Rings,4.9,1785,38,"Feb 3, 2017",Rings,"$25,000,000","$27,793,018","$82,917,283",Par.,27800000.0,55300000,2017
tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,36387,"[18, 35]",72358,en,A Thousand Words,8.017000000000001,2012-03-08,A Thousand Words,6.1,685,1,"Mar 9, 2012",A Thousand Words,"$40,000,000","$18,450,127","$20,790,486",P/DW,18500000.0,3600000,2012
tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",6.1,67922,"[35, 10749]",63492,en,What's Your Number?,10.390999999999998,2011-09-30,What's Your Number?,6.4,1271,24,"Sep 30, 2011",What's Your Number?,"$20,000,000","$14,011,084","$30,163,785",Fox,14000000.0,16399999,2011
tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",8.5,29725,"[18, 99]",89708,en,Samsara,6.015,2012-08-22,Samsara,8.2,276,18,"Aug 24, 2012",Samsara,"$4,000,000","$2,672,413","$5,966,671",Osci.,2700000.0,,2012
tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288,"[28, 12, 14, 878]",49521,en,Man of Steel,27.666999999999998,2013-06-14,Man of Steel,6.5,9758,29,"Jun 14, 2013",Man of Steel,"$225,000,000","$291,045,518","$667,999,518",WB,291000000.0,377000000,2013
tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",5.8,97873,[27],7978,en,The Wolfman,14.03,2010-02-12,The Wolfman,5.7,1009,91,"Feb 12, 2010",The Wolfman,"$150,000,000","$62,189,884","$142,634,358",Uni.,62000000.0,77800000,2010
tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",6.8,50763,"[16, 35, 10751, 14]",170687,en,The Boxtrolls,11.219000000000001,2014-09-26,The Boxtrolls,6.7,1016,94,"Sep 26, 2014",The Boxtrolls,"$60,000,000","$50,837,305","$111,946,251",Focus,50800000.0,58400000,2014
tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",7.2,43575,[18],353326,en,The Man Who Knew Infinity,8.76,2016-04-29,The Man Who Knew Infinity,7.2,699,67,"Apr 29, 2016",The Man Who Knew Infinity,"$10,000,000","$3,877,922","$12,382,122",IFC,3900000.0,8400000,2016
tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549,[35],124459,en,The Incredible Burt Wonderstone,9.362,2013-03-15,The Incredible Burt Wonderstone,5.4,920,7,"Mar 15, 2013",The Incredible Burt Wonderstone,"$32,000,000","$22,537,881","$27,392,609",WB (NL),22500000.0,4900000,2013
tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",8.0,402462,"[18, 36]",152532,en,Dallas Buyers Club,12.389000000000001,2013-11-22,Dallas Buyers Club,7.9,4961,73,"Nov 1, 2013",Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845",Focus,27300000.0,27900000,2013
tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",8.0,402462,"[18, 36]",152532,en,Dallas Buyers Club,12.389000000000001,2013-11-22,Dallas Buyers Club,7.9,4961,73,"Nov 1, 2013",Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845",Focus,27300000.0,27900000,2013
tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",7.0,284547,"[80, 18, 53, 28]",75780,en,Jack Reacher,18.312,2012-12-21,Jack Reacher,6.4,4155,68,"Dec 21, 2012",Jack Reacher,"$60,000,000","$80,070,736","$217,370,736",Par.,80100000.0,138300000,2012
tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",5.6,109078,"[14, 28, 35, 80]",49524,en,R.I.P.D.,21.377,2013-07-19,R.I.P.D.,5.6,2047,55,"Jul 19, 2013",R.I.P.D.,"$130,000,000","$33,618,855","$79,076,678",Uni.,33600000.0,44700000,2013
tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264,"[12, 14, 28]",10195,en,Thor,38.068000000000005,2011-05-06,Thor,6.7,12764,70,"May 6, 2011",Thor,"$150,000,000","$181,030,624","$449,326,618",Par.,181000000.0,268300000,2011
tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557,"[28, 12, 14]",68735,en,Warcraft,21.464000000000002,2016-06-10,Warcraft,6.3,4071,46,"Jun 10, 2016",Warcraft,"$160,000,000","$47,225,655","$425,522,281",Uni.,47400000.0,386300000,2016
tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583,"[35, 18]",43923,en,It's Kind of a Funny Story,10.01,2010-10-08,It's Kind of a Funny Story,7.0,1324,1,"Oct 8, 2010",It's Kind of a Funny Story,"$8,000,000","$6,363,628","$6,632,950",Focus,6400000.0,128000,2010
tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653,"[80, 35]",253272,en,The Mule,6.1610000000000005,2014-03-10,The Mule,6.4,77,100,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676",WB,103800000.0,68700000,2018
tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653,"[80, 18, 53]",504172,en,The Mule,33.83,2018-12-14,The Mule,6.5,1584,100,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676",WB,103800000.0,68700000,2018
tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",6.3,5788,"[80, 35]",253272,en,The Mule,6.1610000000000005,2014-03-10,The Mule,6.4,77,100,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676",WB,103800000.0,68700000,2018
tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",6.3,5788,"[80, 18, 53]",504172,en,The Mule,33.83,2018-12-14,The Mule,6.5,1584,100,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676",WB,103800000.0,68700000,2018
tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",7.1,58955,"[80, 35]",253272,en,The Mule,6.1610000000000005,2014-03-10,The Mule,6.4,77,100,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676",WB,103800000.0,68700000,2018
tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",7.1,58955,"[80, 18, 53]",504172,en,The Mule,33.83,2018-12-14,The Mule,6.5,1584,100,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676",WB,103800000.0,68700000,2018
tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939,"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058,23,"Jan 22, 2010",Tooth Fairy,"$48,000,000","$60,022,256","$112,610,386",Fox,60000000.0,52400000,2010
tt7906260,Tooth Fairy,Toof,2019,86.0,Horror,2.6,64,"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058,23,"Jan 22, 2010",Tooth Fairy,"$48,000,000","$60,022,256","$112,610,386",Fox,60000000.0,52400000,2010
tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,3.3,71361,[35],71880,en,Jack and Jill,11.277000000000001,2011-11-11,Jack and Jill,4.1,1124,11,"Nov 11, 2011",Jack and Jill,"$79,000,000","$74,158,157","$150,519,217",Sony,74200000.0,75500000,2011
tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",6.3,48393,"[35, 18, 10749]",50725,en,Take Me Home Tonight,11.321,2011-03-04,Take Me Home Tonight,6.1,339,48,"Mar 4, 2011",Take Me Home Tonight,"$19,000,000","$6,928,068","$7,576,604",Rela.,6900000.0,,2011
tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",6.4,117245,"[35, 10749]",34016,en,She's Out of My League,7.775,2010-03-12,She's Out of My League,6.1,970,62,"Mar 12, 2010",She's Out of My League,"$20,000,000","$32,010,860","$48,680,977",Par.,32000000.0,17800000,2010
tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",7.6,119023,[18],203833,en,The Book Thief,9.033999999999999,2013-11-08,The Book Thief,7.5,2788,41,"Nov 8, 2013",The Book Thief,"$19,000,000","$21,488,481","$76,086,711",Fox,21500000.0,55100000,2013
tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334,"[12, 18, 878]",157336,en,Interstellar,28.44,2014-11-05,Interstellar,8.2,18597,32,"Nov 5, 2014",Interstellar,"$165,000,000","$188,017,894","$666,379,375",Par.,188000000.0,489400000,2014
tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751,"[28, 18, 27, 878, 53]",72190,en,World War Z,14.582,2013-06-21,World War Z,6.7,9132,69,"Jun 21, 2013",World War Z,"$190,000,000","$202,359,711","$531,514,650",Par.,202400000.0,337600000,2013
tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937,"[10749, 18]",43949,en,Flipped,9.781,2010-08-06,Flipped,7.4,859,22,"Aug 6, 2010",Flipped,"$14,000,000","$1,755,212","$4,289,993",WB,1800000.0,,2010
tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937,"[18, 53]",380018,en,Flipped,0.9620000000000001,2015-12-15,Flipped,7.0,2,22,"Aug 6, 2010",Flipped,"$14,000,000","$1,755,212","$4,289,993",WB,1800000.0,,2010
