,primary_title,runtime_minutes,genres,averagerating,original_language,original_title,popularity,vote_average,release_date,production_budget,worldwide_gross,studio,domestic_gross,foreign_gross
1122,Guardians of the Galaxy,121.0,Action,8.1,en,Guardians of the Galaxy,49.606,7.9,2014-08-01,170000000.0,770867516.0,BV,333200000.0,440200000.0
1122,Guardians of the Galaxy,121.0,Adventure,8.1,en,Guardians of the Galaxy,49.606,7.9,2014-08-01,170000000.0,770867516.0,BV,333200000.0,440200000.0
1122,Guardians of the Galaxy,121.0,Comedy,8.1,en,Guardians of the Galaxy,49.606,7.9,2014-08-01,170000000.0,770867516.0,BV,333200000.0,440200000.0
1123,The Smurfs 2,105.0,Adventure,5.4,en,The Smurfs 2,12.941,5.7,2013-07-31,110000000.0,348547523.0,Sony,71000000.0,276500000.0
1123,The Smurfs 2,105.0,Animation,5.4,en,The Smurfs 2,12.941,5.7,2013-07-31,110000000.0,348547523.0,Sony,71000000.0,276500000.0
1123,The Smurfs 2,105.0,Comedy,5.4,en,The Smurfs 2,12.941,5.7,2013-07-31,110000000.0,348547523.0,Sony,71000000.0,276500000.0
1124,Diary of a Wimpy Kid: Dog Days,94.0,Comedy,6.3,en,Diary of a Wimpy Kid: Dog Days,11.36,6.2,2012-08-03,22000000.0,77229695.0,Fox,49000000.0,28100000.0
1124,Diary of a Wimpy Kid: Dog Days,94.0,Family,6.3,en,Diary of a Wimpy Kid: Dog Days,11.36,6.2,2012-08-03,22000000.0,77229695.0,Fox,49000000.0,28100000.0
1125,Identity Thief,111.0,Adventure,5.7,en,Identity Thief,13.553,5.8,2013-02-08,35000000.0,175361578.0,Uni.,134500000.0,39500000.0
1125,Identity Thief,111.0,Comedy,5.7,en,Identity Thief,13.553,5.8,2013-02-08,35000000.0,175361578.0,Uni.,134500000.0,39500000.0
1125,Identity Thief,111.0,Crime,5.7,en,Identity Thief,13.553,5.8,2013-02-08,35000000.0,175361578.0,Uni.,134500000.0,39500000.0
1126,Non-Stop,106.0,Action,7.0,en,Non-Stop,2.264,5.6,2014-02-28,50000000.0,222383055.0,Uni.,92200000.0,130600000.0
1126,Non-Stop,106.0,Mystery,7.0,en,Non-Stop,2.264,5.6,2014-02-28,50000000.0,222383055.0,Uni.,92200000.0,130600000.0
1126,Non-Stop,106.0,Thriller,7.0,en,Non-Stop,2.264,5.6,2014-02-28,50000000.0,222383055.0,Uni.,92200000.0,130600000.0
1127,Non-Stop,106.0,Action,7.0,en,Non-Stop,13.562,6.8,2014-02-28,50000000.0,222383055.0,Uni.,92200000.0,130600000.0
1127,Non-Stop,106.0,Mystery,7.0,en,Non-Stop,13.562,6.8,2014-02-28,50000000.0,222383055.0,Uni.,92200000.0,130600000.0
1127,Non-Stop,106.0,Thriller,7.0,en,Non-Stop,13.562,6.8,2014-02-28,50000000.0,222383055.0,Uni.,92200000.0,130600000.0
1128,12 Years a Slave,134.0,Biography,8.1,en,12 Years a Slave,16.493,7.9,2013-10-18,20000000.0,181025343.0,FoxS,56700000.0,131100000.0
1128,12 Years a Slave,134.0,Drama,8.1,en,12 Years a Slave,16.493,7.9,2013-10-18,20000000.0,181025343.0,FoxS,56700000.0,131100000.0
1128,12 Years a Slave,134.0,History,8.1,en,12 Years a Slave,16.493,7.9,2013-10-18,20000000.0,181025343.0,FoxS,56700000.0,131100000.0
1129,The Finest Hours,117.0,Action,6.8,en,The Finest Hours,12.673,6.4,2016-01-29,70000000.0,49252761.0,BV,27600000.0,24500000.0
1129,The Finest Hours,117.0,Drama,6.8,en,The Finest Hours,12.673,6.4,2016-01-29,70000000.0,49252761.0,BV,27600000.0,24500000.0
1129,The Finest Hours,117.0,History,6.8,en,The Finest Hours,12.673,6.4,2016-01-29,70000000.0,49252761.0,BV,27600000.0,24500000.0
1130,The Reluctant Fundamentalist,130.0,Drama,6.9,en,The Reluctant Fundamentalist,7.46,6.7,2013-04-26,15000000.0,528731.0,IFC,553000.0,
1130,The Reluctant Fundamentalist,130.0,Thriller,6.9,en,The Reluctant Fundamentalist,7.46,6.7,2013-04-26,15000000.0,528731.0,IFC,553000.0,
1131,The Last Exorcism Part II,88.0,Drama,4.0,en,The Last Exorcism Part II,7.561,4.5,2013-03-01,4000000.0,25448707.0,CBS,15200000.0,
1131,The Last Exorcism Part II,88.0,Horror,4.0,en,The Last Exorcism Part II,7.561,4.5,2013-03-01,4000000.0,25448707.0,CBS,15200000.0,
1131,The Last Exorcism Part II,88.0,Thriller,4.0,en,The Last Exorcism Part II,7.561,4.5,2013-03-01,4000000.0,25448707.0,CBS,15200000.0,
1132,The Great Wall,103.0,Action,6.0,en,The Great Wall,19.144,5.8,2017-02-17,150000000.0,334486852.0,Uni.,45500000.0,289400000.0
1132,The Great Wall,103.0,Adventure,6.0,en,The Great Wall,19.144,5.8,2017-02-17,150000000.0,334486852.0,Uni.,45500000.0,289400000.0
1132,The Great Wall,103.0,Fantasy,6.0,en,The Great Wall,19.144,5.8,2017-02-17,150000000.0,334486852.0,Uni.,45500000.0,289400000.0
1133,The Great Wall,72.0,Documentary,6.5,en,The Great Wall,19.144,5.8,2017-02-17,150000000.0,334486852.0,Uni.,45500000.0,289400000.0
1134,Inside Llewyn Davis,104.0,Drama,7.5,en,Inside Llewyn Davis,10.549,7.2,2013-12-06,11000000.0,32943247.0,CBS,13200000.0,19700000.0
1134,Inside Llewyn Davis,104.0,Music,7.5,en,Inside Llewyn Davis,10.549,7.2,2013-12-06,11000000.0,32943247.0,CBS,13200000.0,19700000.0
1135,Eye in the Sky,102.0,Drama,7.3,en,Eye in the Sky,10.219,7.1,2016-03-11,13000000.0,35402802.0,BST,18700000.0,
1135,Eye in the Sky,102.0,Thriller,7.3,en,Eye in the Sky,10.219,7.1,2016-03-11,13000000.0,35402802.0,BST,18700000.0,
1135,Eye in the Sky,102.0,War,7.3,en,Eye in the Sky,10.219,7.1,2016-03-11,13000000.0,35402802.0,BST,18700000.0,
1136,The Railway Man,116.0,Biography,7.1,en,The Railway Man,9.582,6.9,2014-04-11,18000000.0,23910210.0,Wein.,4400000.0,17900000.0
1136,The Railway Man,116.0,Drama,7.1,en,The Railway Man,9.582,6.9,2014-04-11,18000000.0,23910210.0,Wein.,4400000.0,17900000.0
1136,The Railway Man,116.0,Romance,7.1,en,The Railway Man,9.582,6.9,2014-04-11,18000000.0,23910210.0,Wein.,4400000.0,17900000.0
1137,13 Sins,93.0,Horror,6.3,en,13 Sins,10.899,6.3,2014-04-18,4000000.0,47552.0,RTWC,13800.0,
1137,13 Sins,93.0,Thriller,6.3,en,13 Sins,10.899,6.3,2014-04-18,4000000.0,47552.0,RTWC,13800.0,
1138,Holy Motors,115.0,Drama,7.1,fr,Holy Motors,5.31,7.0,2012-10-17,4000000.0,4230426.0,IM,641000.0,
1138,Holy Motors,115.0,Fantasy,7.1,fr,Holy Motors,5.31,7.0,2012-10-17,4000000.0,4230426.0,IM,641000.0,
1139,Steve Jobs,122.0,Biography,7.2,en,Steve Jobs,8.895,6.8,2015-10-09,30000000.0,35579007.0,Uni.,17800000.0,16700000.0
1139,Steve Jobs,122.0,Drama,7.2,en,Steve Jobs,8.895,6.8,2015-10-09,30000000.0,35579007.0,Uni.,17800000.0,16700000.0
1141,The Best Man Holiday,123.0,Comedy,6.7,en,The Best Man Holiday,8.581,6.6,2013-11-15,17000000.0,72835710.0,Uni.,70500000.0,2300000.0
1141,The Best Man Holiday,123.0,Drama,6.7,en,The Best Man Holiday,8.581,6.6,2013-11-15,17000000.0,72835710.0,Uni.,70500000.0,2300000.0
1142,Trouble with the Curve,111.0,Drama,6.8,en,Trouble with the Curve,8.548,6.7,2012-09-21,60000000.0,47818913.0,WB,35800000.0,13200000.0
1142,Trouble with the Curve,111.0,Sport,6.8,en,Trouble with the Curve,8.548,6.7,2012-09-21,60000000.0,47818913.0,WB,35800000.0,13200000.0
1143,The Imitation Game,114.0,Biography,8.0,en,The Imitation Game,33.078,8.1,2014-11-28,15000000.0,227740463.0,Wein.,91100000.0,142400000.0
1143,The Imitation Game,114.0,Drama,8.0,en,The Imitation Game,33.078,8.1,2014-11-28,15000000.0,227740463.0,Wein.,91100000.0,142400000.0
1143,The Imitation Game,114.0,Thriller,8.0,en,The Imitation Game,33.078,8.1,2014-11-28,15000000.0,227740463.0,Wein.,91100000.0,142400000.0
1144,Captain Underpants: The First Epic Movie,89.0,Action,6.2,en,Captain Underpants: The First Epic Movie,18.31,6.0,2017-06-02,38000000.0,126577874.0,Fox,73900000.0,51600000.0
1144,Captain Underpants: The First Epic Movie,89.0,Animation,6.2,en,Captain Underpants: The First Epic Movie,18.31,6.0,2017-06-02,38000000.0,126577874.0,Fox,73900000.0,51600000.0
1144,Captain Underpants: The First Epic Movie,89.0,Comedy,6.2,en,Captain Underpants: The First Epic Movie,18.31,6.0,2017-06-02,38000000.0,126577874.0,Fox,73900000.0,51600000.0
1145,Dumb and Dumber To,109.0,Adventure,5.6,en,Dumb and Dumber To,15.964,5.5,2014-11-14,40000000.0,156553592.0,Uni.,86200000.0,83600000.0
1145,Dumb and Dumber To,109.0,Comedy,5.6,en,Dumb and Dumber To,15.964,5.5,2014-11-14,40000000.0,156553592.0,Uni.,86200000.0,83600000.0
1146,"McFarland, USA",129.0,Biography,7.4,en,"McFarland, USA",8.197000000000001,7.3,2015-02-20,17000000.0,45707924.0,BV,44500000.0,1200000.0
1146,"McFarland, USA",129.0,Drama,7.4,en,"McFarland, USA",8.197000000000001,7.3,2015-02-20,17000000.0,45707924.0,BV,44500000.0,1200000.0
1146,"McFarland, USA",129.0,Sport,7.4,en,"McFarland, USA",8.197000000000001,7.3,2015-02-20,17000000.0,45707924.0,BV,44500000.0,1200000.0
1147,Dead Man Down,118.0,Action,6.5,en,Dead Man Down,10.349,6.0,2013-03-08,30000000.0,19599974.0,FD,10900000.0,7200000.0
1147,Dead Man Down,118.0,Crime,6.5,en,Dead Man Down,10.349,6.0,2013-03-08,30000000.0,19599974.0,FD,10900000.0,7200000.0
1147,Dead Man Down,118.0,Drama,6.5,en,Dead Man Down,10.349,6.0,2013-03-08,30000000.0,19599974.0,FD,10900000.0,7200000.0
1148,Spring Breakers,94.0,Comedy,5.3,en,Spring Breakers,10.691,5.0,2013-03-15,5000000.0,31149251.0,A24,14100000.0,17600000.0
1148,Spring Breakers,94.0,Crime,5.3,en,Spring Breakers,10.691,5.0,2013-03-15,5000000.0,31149251.0,A24,14100000.0,17600000.0
1148,Spring Breakers,94.0,Drama,5.3,en,Spring Breakers,10.691,5.0,2013-03-15,5000000.0,31149251.0,A24,14100000.0,17600000.0
1149,Tammy,97.0,Comedy,4.9,en,Tammy,10.979,5.2,2014-07-02,20000000.0,96407655.0,WB (NL),84500000.0,16000000.0
1149,Tammy,97.0,Romance,4.9,en,Tammy,10.979,5.2,2014-07-02,20000000.0,96407655.0,WB (NL),84500000.0,16000000.0
1150,Dawn of the Planet of the Apes,130.0,Action,7.6,en,Dawn of the Planet of the Apes,27.641,7.3,2014-07-11,170000000.0,710644566.0,Fox,208500000.0,502100000.0
1150,Dawn of the Planet of the Apes,130.0,Adventure,7.6,en,Dawn of the Planet of the Apes,27.641,7.3,2014-07-11,170000000.0,710644566.0,Fox,208500000.0,502100000.0
1150,Dawn of the Planet of the Apes,130.0,Drama,7.6,en,Dawn of the Planet of the Apes,27.641,7.3,2014-07-11,170000000.0,710644566.0,Fox,208500000.0,502100000.0
1151,Paranormal Activity 4,88.0,Horror,4.6,en,Paranormal Activity 4,8.965,5.4,2012-10-19,5000000.0,142817992.0,Par.,53900000.0,88900000.0
1151,Paranormal Activity 4,88.0,Mystery,4.6,en,Paranormal Activity 4,8.965,5.4,2012-10-19,5000000.0,142817992.0,Par.,53900000.0,88900000.0
1151,Paranormal Activity 4,88.0,Thriller,4.6,en,Paranormal Activity 4,8.965,5.4,2012-10-19,5000000.0,142817992.0,Par.,53900000.0,88900000.0
1152,Transformers: Age of Extinction,165.0,Action,5.7,en,Transformers: Age of Extinction,20.961,5.8,2014-06-27,210000000.0,1104039076.0,Par.,245400000.0,858600000.0
1152,Transformers: Age of Extinction,165.0,Adventure,5.7,en,Transformers: Age of Extinction,20.961,5.8,2014-06-27,210000000.0,1104039076.0,Par.,245400000.0,858600000.0
1152,Transformers: Age of Extinction,165.0,Sci-Fi,5.7,en,Transformers: Age of Extinction,20.961,5.8,2014-06-27,210000000.0,1104039076.0,Par.,245400000.0,858600000.0
1153,Hacksaw Ridge,139.0,Biography,8.1,en,Hacksaw Ridge,24.074,8.1,2016-11-04,40000000.0,168904682.0,LGF,67200000.0,108100000.0
1153,Hacksaw Ridge,139.0,Drama,8.1,en,Hacksaw Ridge,24.074,8.1,2016-11-04,40000000.0,168904682.0,LGF,67200000.0,108100000.0
1153,Hacksaw Ridge,139.0,History,8.1,en,Hacksaw Ridge,24.074,8.1,2016-11-04,40000000.0,168904682.0,LGF,67200000.0,108100000.0
1155,Alpha,116.0,Crime,5.5,el,A,0.84,7.0,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1156,Alpha,116.0,Crime,5.5,en,Alpha,24.536,5.9,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1157,Alpha,80.0,Drama,7.7,el,A,0.84,7.0,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1157,Alpha,80.0,Horror,7.7,el,A,0.84,7.0,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1157,Alpha,80.0,Mystery,7.7,el,A,0.84,7.0,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1158,Alpha,80.0,Drama,7.7,en,Alpha,24.536,5.9,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1158,Alpha,80.0,Horror,7.7,en,Alpha,24.536,5.9,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1158,Alpha,80.0,Mystery,7.7,en,Alpha,24.536,5.9,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1159,Alpha,96.0,Adventure,6.7,el,A,0.84,7.0,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1159,Alpha,96.0,Drama,6.7,el,A,0.84,7.0,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1159,Alpha,96.0,Family,6.7,el,A,0.84,7.0,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1160,Alpha,96.0,Adventure,6.7,en,Alpha,24.536,5.9,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1160,Alpha,96.0,Drama,6.7,en,Alpha,24.536,5.9,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1160,Alpha,96.0,Family,6.7,en,Alpha,24.536,5.9,2018-08-17,51000000.0,99624873.0,Studio 8,35900000.0,62300000.0
1161,Home Again,104.0,Drama,6.6,en,Home Again,10.478,5.9,2017-09-08,15000000.0,37336874.0,ORF,27000000.0,
1162,Home Again,97.0,Comedy,5.8,en,Home Again,10.478,5.9,2017-09-08,15000000.0,37336874.0,ORF,27000000.0,
1162,Home Again,97.0,Drama,5.8,en,Home Again,10.478,5.9,2017-09-08,15000000.0,37336874.0,ORF,27000000.0,
1162,Home Again,97.0,Romance,5.8,en,Home Again,10.478,5.9,2017-09-08,15000000.0,37336874.0,ORF,27000000.0,
1163,Beasts of the Southern Wild,93.0,Adventure,7.3,en,Beasts of the Southern Wild,7.53,6.9,2012-06-27,1800000.0,23265132.0,FoxS,12800000.0,8300000.0
1163,Beasts of the Southern Wild,93.0,Drama,7.3,en,Beasts of the Southern Wild,7.53,6.9,2012-06-27,1800000.0,23265132.0,FoxS,12800000.0,8300000.0
1163,Beasts of the Southern Wild,93.0,Fantasy,7.3,en,Beasts of the Southern Wild,7.53,6.9,2012-06-27,1800000.0,23265132.0,FoxS,12800000.0,8300000.0
1164,Truth or Dare,85.0,Horror,6.0,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1164,Truth or Dare,85.0,Romance,6.0,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1164,Truth or Dare,85.0,Thriller,6.0,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1165,Truth or Dare,85.0,Horror,6.0,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1165,Truth or Dare,85.0,Romance,6.0,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1165,Truth or Dare,85.0,Thriller,6.0,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1166,Truth or Dare,85.0,Horror,6.0,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1166,Truth or Dare,85.0,Romance,6.0,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1166,Truth or Dare,85.0,Thriller,6.0,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1167,Truth or Dare,85.0,Horror,6.0,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1167,Truth or Dare,85.0,Romance,6.0,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1167,Truth or Dare,85.0,Thriller,6.0,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1168,Truth or Dare,85.0,Horror,6.0,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1168,Truth or Dare,85.0,Romance,6.0,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1168,Truth or Dare,85.0,Thriller,6.0,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1169,Truth or Dare,100.0,Comedy,5.0,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1169,Truth or Dare,100.0,Romance,5.0,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1170,Truth or Dare,100.0,Comedy,5.0,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1170,Truth or Dare,100.0,Romance,5.0,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1171,Truth or Dare,100.0,Comedy,5.0,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1171,Truth or Dare,100.0,Romance,5.0,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1172,Truth or Dare,100.0,Comedy,5.0,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1172,Truth or Dare,100.0,Romance,5.0,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1173,Truth or Dare,100.0,Comedy,5.0,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1173,Truth or Dare,100.0,Romance,5.0,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1174,Truth or Dare,84.0,Horror,4.8,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1174,Truth or Dare,84.0,Thriller,4.8,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1175,Truth or Dare,84.0,Horror,4.8,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1175,Truth or Dare,84.0,Thriller,4.8,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1176,Truth or Dare,84.0,Horror,4.8,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1176,Truth or Dare,84.0,Thriller,4.8,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1177,Truth or Dare,84.0,Horror,4.8,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1177,Truth or Dare,84.0,Thriller,4.8,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1178,Truth or Dare,84.0,Horror,4.8,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1178,Truth or Dare,84.0,Thriller,4.8,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1179,Truth or Dare,90.0,Drama,6.8,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1179,Truth or Dare,90.0,Romance,6.8,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1180,Truth or Dare,90.0,Drama,6.8,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1180,Truth or Dare,90.0,Romance,6.8,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1181,Truth or Dare,90.0,Drama,6.8,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1181,Truth or Dare,90.0,Romance,6.8,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1182,Truth or Dare,90.0,Drama,6.8,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1182,Truth or Dare,90.0,Romance,6.8,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1183,Truth or Dare,90.0,Drama,6.8,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1183,Truth or Dare,90.0,Romance,6.8,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1184,Truth or Dare,100.0,Horror,5.2,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1184,Truth or Dare,100.0,Thriller,5.2,en,Truth or Dare,8.102,5.6,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1185,Truth or Dare,100.0,Horror,5.2,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1185,Truth or Dare,100.0,Thriller,5.2,en,Truth or Dare,0.84,4.7,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1186,Truth or Dare,100.0,Horror,5.2,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1186,Truth or Dare,100.0,Thriller,5.2,en,Truth or Dare,0.6,7.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1187,Truth or Dare,100.0,Horror,5.2,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1187,Truth or Dare,100.0,Thriller,5.2,en,Truth or Dare,4.354,5.2,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1188,Truth or Dare,100.0,Horror,5.2,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1188,Truth or Dare,100.0,Thriller,5.2,en,Truth or Dare,14.354,6.0,2018-04-13,3500000.0,95127344.0,Uni.,41400000.0,53900000.0
1189,San Andreas,114.0,Action,6.1,en,San Andreas,27.414,6.1,2015-05-29,110000000.0,456258539.0,WB (NL),155200000.0,318800000.0
1189,San Andreas,114.0,Adventure,6.1,en,San Andreas,27.414,6.1,2015-05-29,110000000.0,456258539.0,WB (NL),155200000.0,318800000.0
1189,San Andreas,114.0,Drama,6.1,en,San Andreas,27.414,6.1,2015-05-29,110000000.0,456258539.0,WB (NL),155200000.0,318800000.0
1190,Second Act,103.0,Comedy,5.8,en,Second Act,16.322,6.2,2018-12-21,15700000.0,63288854.0,STX,39300000.0,33000000.0
1190,Second Act,103.0,Drama,5.8,en,Second Act,16.322,6.2,2018-12-21,15700000.0,63288854.0,STX,39300000.0,33000000.0
1190,Second Act,103.0,Romance,5.8,en,Second Act,16.322,6.2,2018-12-21,15700000.0,63288854.0,STX,39300000.0,33000000.0
1191,Jane Got a Gun,98.0,Action,5.9,en,Jane Got a Gun,8.825,5.5,2016-01-29,25000000.0,3771345.0,Wein.,1500000.0,
1191,Jane Got a Gun,98.0,Drama,5.9,en,Jane Got a Gun,8.825,5.5,2016-01-29,25000000.0,3771345.0,Wein.,1500000.0,
1191,Jane Got a Gun,98.0,Western,5.9,en,Jane Got a Gun,8.825,5.5,2016-01-29,25000000.0,3771345.0,Wein.,1500000.0,
1192,Saving Mr. Banks,125.0,Biography,7.5,en,Saving Mr. Banks,9.585,7.4,2013-12-13,35000000.0,114962525.0,BV,83300000.0,34600000.0
1192,Saving Mr. Banks,125.0,Comedy,7.5,en,Saving Mr. Banks,9.585,7.4,2013-12-13,35000000.0,114962525.0,BV,83300000.0,34600000.0
1192,Saving Mr. Banks,125.0,Drama,7.5,en,Saving Mr. Banks,9.585,7.4,2013-12-13,35000000.0,114962525.0,BV,83300000.0,34600000.0
1193,The Accountant,128.0,Action,7.3,en,The Accountant,13.81,6.9,2016-10-14,40000000.0,152962083.0,WB,86300000.0,68900000.0
1193,The Accountant,128.0,Crime,7.3,en,The Accountant,13.81,6.9,2016-10-14,40000000.0,152962083.0,WB,86300000.0,68900000.0
1193,The Accountant,128.0,Drama,7.3,en,The Accountant,13.81,6.9,2016-10-14,40000000.0,152962083.0,WB,86300000.0,68900000.0
1195,Two Night Stand,86.0,Comedy,6.4,en,Two Night Stand,9.191,6.5,2014-09-26,1600000.0,868081.0,EOne,18600.0,
1195,Two Night Stand,86.0,Romance,6.4,en,Two Night Stand,9.191,6.5,2014-09-26,1600000.0,868081.0,EOne,18600.0,
1196,The Walk,89.0,Crime,6.8,en,The Walk,11.754,6.9,2015-09-30,35000000.0,61492104.0,TriS,10100000.0,51000000.0
1196,The Walk,89.0,Thriller,6.8,en,The Walk,11.754,6.9,2015-09-30,35000000.0,61492104.0,TriS,10100000.0,51000000.0
1197,The Walk,123.0,Adventure,7.3,en,The Walk,11.754,6.9,2015-09-30,35000000.0,61492104.0,TriS,10100000.0,51000000.0
1197,The Walk,123.0,Biography,7.3,en,The Walk,11.754,6.9,2015-09-30,35000000.0,61492104.0,TriS,10100000.0,51000000.0
1197,The Walk,123.0,Drama,7.3,en,The Walk,11.754,6.9,2015-09-30,35000000.0,61492104.0,TriS,10100000.0,51000000.0
